Config file checksum: 97479A50
01 extDist
02 extPres
03 tilt
04 rotaDirDrill
05 feedExtCurr
06 adpeStatus
07 adpeTask
HHMMSS.MS  ID VALUE
150616.285 03 0.152
150616.365 01 0.771
150616.365 02 17.548
150616.365 03 0.152
150616.445 01 0.771
150616.445 02 17.548
150616.445 03 0.152
150616.525 01 0.771
150616.525 02 17.120
150616.525 03 0.152
150616.605 01 0.771
150616.605 02 17.120
150616.605 03 0.152
150616.686 01 0.771
150616.686 02 17.976
150616.686 03 0.152
150616.766 01 0.771
150616.766 02 17.976
150616.766 03 0.152
150616.846 01 0.771
150616.846 02 17.976
150616.846 03 0.152
150616.927 01 0.771
150616.927 02 18.404
150616.927 03 0.152
150617.007 01 0.771
150617.007 02 18.404
150617.007 03 0.152
150617.087 01 0.771
150617.087 02 18.404
150617.087 03 0.152
150617.168 01 0.771
150617.168 02 18.832
150617.168 03 0.000
150617.248 01 0.771
150617.248 02 18.404
150617.248 03 0.152
150617.329 01 0.771
150617.329 02 19.688
150617.329 03 0.152
150617.409 01 0.771
150617.409 02 20.116
150617.409 03 0.152
150617.490 01 0.771
150617.490 02 17.976
150617.490 03 0.152
150617.570 01 0.771
150617.570 02 18.404
150617.570 03 0.152
150617.649 01 0.771
150617.649 02 18.832
150617.649 03 0.152
150617.729 01 0.771
150617.730 02 18.832
150617.730 03 0.152
150617.810 01 0.771
150617.810 02 18.832
150617.810 03 0.152
150617.889 01 0.771
150617.889 02 18.832
150617.889 03 0.152
150617.970 01 0.771
150617.970 02 17.976
150617.970 03 0.152
150618.050 01 0.771
150618.050 02 18.404
150618.050 03 0.152
150618.130 01 0.771
150618.130 02 19.260
150618.130 03 0.152
150618.210 01 0.771
150618.210 02 18.832
150618.210 03 0.152
150618.291 01 0.771
150618.291 02 19.260
150618.291 03 0.152
150618.371 01 0.771
150618.371 02 19.260
150618.371 03 0.152
150618.451 01 0.771
150618.451 02 20.972
150618.451 03 0.152
150618.532 01 0.771
150618.532 02 20.544
150618.532 03 0.152
150618.612 01 0.771
150618.612 02 19.260
150618.612 03 0.152
150618.691 01 0.771
150618.691 02 19.260
150618.691 03 0.152
150618.772 01 0.771
150618.772 02 19.260
150618.772 03 0.152
150618.852 01 0.771
150618.852 02 18.832
150618.852 03 0.152
150618.932 01 0.771
150618.932 02 18.832
150618.932 03 0.152
150619.012 01 0.771
150619.013 02 18.832
150619.013 03 0.152
150619.093 01 0.771
150619.093 02 17.976
150619.093 03 0.152
150619.173 01 0.771
150619.173 02 18.404
150619.173 03 0.152
150619.254 01 0.771
150619.254 02 18.404
150619.254 03 0.152
150619.334 01 0.771
150619.334 02 18.404
150619.334 03 0.152
150619.414 01 0.771
150619.414 02 18.404
150619.414 03 0.152
150619.494 01 0.771
150619.494 02 18.832
150619.494 03 0.152
150619.575 01 0.771
150619.575 02 18.832
150619.575 03 0.152
150619.655 01 0.771
150619.655 02 18.832
150619.655 03 0.152
150619.734 01 0.771
150619.734 02 18.832
150619.734 03 0.152
150619.815 01 0.771
150619.815 02 18.404
150619.815 03 0.152
150619.895 01 0.771
150619.895 02 18.832
150619.895 03 0.152
150619.974 01 0.771
150619.974 02 19.688
150619.974 03 0.152
150620.055 01 0.771
150620.055 02 18.404
150620.055 03 0.152
150620.135 01 0.771
150620.135 02 17.976
150620.135 03 0.000
150620.215 01 0.771
150620.215 02 18.404
150620.215 03 0.152
150620.295 01 0.771
150620.295 02 18.404
150620.295 03 0.152
150620.376 01 0.771
150620.376 02 17.976
150620.376 03 0.152
150620.455 01 0.771
150620.455 02 17.976
150620.456 03 0.152
150620.535 01 0.771
150620.536 02 17.976
150620.536 03 0.152
150620.616 01 0.771
150620.616 02 18.404
150620.616 03 0.152
150620.696 01 0.771
150620.696 02 17.548
150620.696 03 0.152
150620.776 01 0.771
150620.776 02 17.976
150620.776 03 0.152
150620.857 01 0.771
150620.857 02 18.832
150620.857 03 0.152
150620.937 01 0.771
150620.937 02 18.832
150620.937 03 0.152
150621.017 01 0.771
150621.018 02 17.976
150621.018 03 0.152
150621.098 01 0.771
150621.098 02 17.976
150621.098 03 0.152
150621.178 01 0.771
150621.178 02 18.832
150621.178 03 0.152
150621.258 01 0.771
150621.258 02 18.832
150621.258 03 0.152
150621.338 01 0.771
150621.338 02 17.976
150621.338 03 0.152
150621.419 01 0.771
150621.419 02 18.404
150621.420 03 0.152
150621.499 01 0.771
150621.499 02 17.976
150621.499 03 0.152
150621.580 01 0.771
150621.580 02 18.404
150621.580 03 0.152
150621.659 01 0.771
150621.659 02 17.976
150621.659 03 0.000
150621.740 01 0.771
150621.740 02 17.976
150621.740 03 0.304
150621.820 01 0.771
150621.820 02 17.976
150621.820 03 0.152
150621.900 01 0.771
150621.900 02 17.976
150621.900 03 0.000
150621.980 01 0.771
150621.981 02 17.548
150621.981 03 0.304
150622.060 01 0.771
150622.060 02 17.976
150622.061 03 0.000
150622.141 01 0.771
150622.141 02 18.404
150622.141 03 0.152
150622.221 01 0.771
150622.221 02 18.404
150622.221 03 0.000
150622.301 01 0.771
150622.301 02 17.976
150622.301 03 0.152
150622.380 01 0.771
150622.381 02 17.976
150622.381 03 0.152
150622.461 01 0.771
150622.461 02 18.404
150622.461 03 0.152
150622.541 01 0.771
150622.541 02 19.260
150622.541 03 0.152
150622.621 01 0.771
150622.621 02 19.688
150622.621 03 0.152
150622.702 01 0.771
150622.702 02 18.404
150622.702 03 0.152
150622.782 01 0.771
150622.782 02 18.832
150622.782 03 0.152
150622.863 01 0.771
150622.863 02 18.404
150622.863 03 0.152
150622.943 01 0.771
150622.943 02 18.832
150622.943 03 0.152
150623.024 01 0.771
150623.024 02 19.260
150623.024 03 0.152
150623.104 01 0.774
150623.104 02 18.404
150623.104 03 0.152
150623.184 01 0.771
150623.184 02 18.832
150623.184 03 0.152
150623.265 01 0.771
150623.265 02 18.832
150623.265 03 0.152
150623.345 01 0.771
150623.345 02 17.976
150623.345 03 0.304
150623.426 01 0.771
150623.426 02 18.404
150623.426 03 0.000
150623.506 01 0.771
150623.506 02 18.404
150623.506 03 0.152
150623.586 01 0.771
150623.587 02 19.260
150623.587 03 0.152
150623.667 01 0.771
150623.667 02 19.260
150623.667 03 0.152
150623.747 01 0.771
150623.747 02 18.404
150623.747 03 0.304
150623.827 01 0.771
150623.827 02 18.832
150623.827 03 0.000
150623.906 01 0.771
150623.906 02 19.260
150623.907 03 0.152
150623.986 01 0.771
150623.986 02 19.688
150623.986 03 0.152
150624.071 01 0.771
150624.071 02 18.832
150624.071 03 0.152
150624.152 01 0.771
150624.152 02 18.404
150624.152 03 0.152
150624.232 01 0.771
150624.232 02 19.260
150624.233 03 0.152
150624.313 01 0.771
150624.313 02 18.404
150624.313 03 0.152
150624.394 01 0.771
150624.394 02 18.404
150624.394 03 0.152
150624.474 01 0.771
150624.474 02 18.404
150624.474 03 0.152
150624.554 01 0.771
150624.554 02 17.976
150624.554 03 0.152
150624.634 01 0.771
150624.635 02 18.832
150624.635 03 0.000
150624.714 01 0.771
150624.715 02 18.832
150624.715 03 0.152
150624.795 01 0.771
150624.795 02 19.260
150624.795 03 0.000
150624.875 01 0.771
150624.876 02 18.832
150624.876 03 0.152
150624.956 01 0.771
150624.956 02 18.832
150624.956 03 0.152
150625.036 01 0.771
150625.036 02 18.832
150625.036 03 0.000
150625.116 01 0.771
150625.116 02 19.688
150625.116 03 0.152
150625.196 01 0.771
150625.196 02 20.544
150625.196 03 0.304
150625.277 01 0.774
150625.277 02 20.116
150625.277 03 0.000
150625.357 01 0.771
150625.357 02 19.688
150625.357 03 0.456
150625.437 01 0.771
150625.437 02 19.260
150625.437 03 0.000
150625.517 01 0.771
150625.517 02 18.832
150625.517 03 0.000
150625.597 01 0.774
150625.597 02 19.260
150625.597 03 0.456
150625.677 01 0.771
150625.677 02 18.832
150625.677 03 0.000
150625.757 01 0.774
150625.757 02 19.260
150625.757 03 0.152
150625.837 01 0.771
150625.837 02 19.260
150625.837 03 0.152
150625.917 01 0.771
150625.917 02 18.404
150625.918 03 0.304
150625.998 01 0.771
150625.998 02 18.404
150625.998 03 0.304
150626.078 01 0.771
150626.078 02 19.688
150626.078 03 0.000
150626.159 01 0.771
150626.159 02 18.832
150626.159 03 0.152
150626.239 01 0.771
150626.239 02 18.404
150626.239 03 0.152
150626.319 01 0.771
150626.319 02 18.832
150626.319 03 0.152
150626.399 01 0.771
150626.399 02 17.976
150626.399 03 0.152
150626.479 01 0.771
150626.479 02 18.832
150626.479 03 0.152
150626.559 01 0.771
150626.559 02 20.116
150626.559 03 0.000
150626.639 01 0.771
150626.639 02 19.260
150626.639 03 0.152
150626.719 01 0.771
150626.720 02 17.976
150626.720 03 0.456
150626.800 01 0.771
150626.800 02 18.404
150626.800 03 0.000
150626.880 01 0.771
150626.880 02 19.688
150626.880 03 0.000
150626.960 01 0.771
150626.960 02 18.832
150626.960 03 0.152
150627.041 01 0.771
150627.041 02 17.548
150627.041 03 0.152
150627.121 01 0.771
150627.121 02 18.832
150627.121 03 0.152
150627.201 01 0.774
150627.201 02 19.688
150627.201 03 0.000
150627.281 01 0.771
150627.281 02 17.548
150627.281 03 0.152
150627.362 01 0.771
150627.362 02 17.976
150627.362 03 0.152
150627.442 01 0.771
150627.442 02 17.976
150627.442 03 0.152
150627.522 01 0.771
150627.522 02 18.832
150627.522 03 0.152
150627.602 01 0.774
150627.603 02 18.404
150627.603 03 0.000
150627.682 01 0.771
150627.682 02 18.832
150627.682 03 0.152
150627.762 01 0.771
150627.762 02 18.404
150627.762 03 0.152
150627.843 01 0.771
150627.843 02 18.404
150627.843 03 0.152
150627.921 01 0.771
150627.922 02 19.688
150627.922 03 0.152
150628.002 01 0.771
150628.002 02 18.832
150628.002 03 0.000
150628.083 01 0.771
150628.083 02 18.404
150628.083 03 0.304
150628.163 01 0.771
150628.163 02 18.404
150628.163 03 0.000
150628.243 01 0.771
150628.243 02 18.404
150628.243 03 0.152
150628.323 01 0.771
150628.323 02 17.548
150628.324 03 0.304
150628.404 01 0.771
150628.404 02 17.976
150628.404 03 0.000
150628.484 01 0.771
150628.485 02 18.404
150628.485 03 0.304
150628.564 01 0.771
150628.564 02 16.692
150628.564 03 0.000
150628.645 01 0.771
150628.645 02 18.404
150628.645 03 0.152
150628.725 01 0.771
150628.725 02 18.404
150628.725 03 0.304
150628.805 01 0.771
150628.805 02 18.832
150628.805 03 0.152
150628.885 01 0.771
150628.885 02 18.832
150628.885 03 0.152
150628.965 01 0.774
150628.965 02 18.832
150628.965 03 0.304
150629.045 01 0.774
150629.045 02 17.976
150629.046 03 0.000
150629.126 01 0.771
150629.126 02 17.976
150629.126 03 0.152
150629.206 01 0.771
150629.206 02 18.404
150629.206 03 0.152
150629.286 01 0.774
150629.287 02 18.832
150629.287 03 0.000
150629.367 01 0.771
150629.367 02 17.976
150629.367 03 0.152
150629.447 01 0.771
150629.447 02 18.404
150629.447 03 0.152
150629.527 01 0.771
150629.527 02 18.832
150629.527 03 0.152
150629.607 01 0.771
150629.607 02 18.832
150629.607 03 0.152
150629.686 01 0.771
150629.687 02 18.404
150629.687 03 0.152
150629.767 01 0.771
150629.767 02 18.404
150629.767 03 0.152
150629.847 01 0.771
150629.847 02 17.976
150629.848 03 0.152
150629.927 01 0.774
150629.927 02 17.976
150629.927 03 0.152
150630.008 01 0.771
150630.008 02 18.404
150630.009 03 0.152
150630.088 01 0.771
150630.088 02 17.548
150630.088 03 0.152
150630.169 01 0.774
150630.169 02 17.976
150630.169 03 0.000
150630.249 01 0.771
150630.249 02 18.832
150630.249 03 0.152
150630.329 01 0.771
150630.329 02 17.976
150630.329 03 0.152
150630.409 01 0.771
150630.409 02 17.976
150630.409 03 0.152
150630.490 01 0.771
150630.490 02 17.976
150630.490 03 0.000
150630.570 01 0.771
150630.570 02 18.404
150630.570 03 0.000
150630.650 01 0.771
150630.650 02 18.832
150630.650 03 0.000
150630.730 01 0.771
150630.731 02 18.404
150630.731 03 0.152
150630.811 01 0.771
150630.811 02 17.548
150630.811 03 0.152
150630.891 01 0.771
150630.891 02 18.404
150630.892 03 0.152
150630.972 01 0.771
150630.972 02 18.832
150630.972 03 0.152
150631.052 01 0.771
150631.052 02 18.832
150631.052 03 0.000
150631.132 01 0.771
150631.132 02 17.976
150631.133 03 0.152
150631.213 01 0.771
150631.213 02 17.548
150631.213 03 0.152
150631.293 01 0.771
150631.293 02 18.404
150631.293 03 0.152
150631.373 01 0.771
150631.373 02 17.976
150631.373 03 0.152
150631.454 01 0.771
150631.454 02 17.548
150631.454 03 0.304
150631.534 01 0.771
150631.534 02 16.692
150631.534 03 0.000
150631.615 01 0.771
150631.615 02 17.548
150631.615 03 0.152
150631.695 01 0.771
150631.695 02 17.548
150631.695 03 0.152
150631.775 01 0.771
150631.775 02 18.404
150631.775 03 0.152
150631.855 01 0.771
150631.855 02 17.976
150631.855 03 0.152
150631.935 01 0.771
150631.935 02 17.548
150631.935 03 0.152
150632.015 01 0.771
150632.016 02 17.976
150632.016 03 0.152
150632.094 01 0.771
150632.094 02 17.976
150632.095 03 0.000
150632.175 01 0.771
150632.175 02 17.976
150632.175 03 0.152
150632.255 01 0.771
150632.255 02 17.120
150632.255 03 0.152
150632.336 01 0.771
150632.337 02 17.976
150632.337 03 0.152
150632.416 01 0.774
150632.416 02 17.548
150632.416 03 0.152
150632.496 01 0.771
150632.496 02 17.548
150632.497 03 0.152
150632.576 01 0.774
150632.576 02 17.120
150632.576 03 0.152
150632.657 01 0.771
150632.657 02 16.692
150632.657 03 0.152
150632.737 01 0.771
150632.737 02 17.120
150632.737 03 0.152
150632.818 01 0.771
150632.818 02 17.548
150632.818 03 0.152
150632.897 01 0.771
150632.897 02 16.264
150632.898 03 0.152
150632.978 01 0.771
150632.978 02 17.120
150632.978 03 0.152
150633.058 01 0.771
150633.058 02 17.120
150633.058 03 0.152
150633.139 01 0.771
150633.139 02 17.120
150633.139 03 0.152
150633.219 01 0.771
150633.219 02 16.264
150633.219 03 0.152
150633.300 01 0.771
150633.300 02 17.120
150633.300 03 0.152
150633.380 01 0.771
150633.380 02 17.120
150633.380 03 0.152
150633.461 01 0.771
150633.461 02 17.976
150633.461 03 0.152
150633.541 01 0.771
150633.541 02 17.976
150633.541 03 0.152
150633.621 01 0.771
150633.621 02 17.120
150633.621 03 0.000
150633.701 01 0.771
150633.701 02 17.120
150633.701 03 0.152
150633.781 01 0.771
150633.781 02 17.548
150633.781 03 0.152
150633.861 01 0.771
150633.861 02 17.120
150633.861 03 0.152
150633.941 01 0.771
150633.941 02 16.692
150633.941 03 0.152
150634.021 01 0.771
150634.021 02 16.692
150634.021 03 0.000
150634.101 01 0.771
150634.101 02 16.692
150634.101 03 0.152
150634.182 01 0.771
150634.182 02 17.120
150634.182 03 0.152
150634.262 01 0.771
150634.262 02 17.548
150634.262 03 0.152
150634.342 01 0.771
150634.342 02 16.264
150634.342 03 0.152
150634.422 01 0.771
150634.422 02 17.120
150634.422 03 0.000
150634.502 01 0.771
150634.503 02 17.120
150634.503 03 0.152
150634.583 01 0.771
150634.583 02 17.120
150634.583 03 0.000
150634.663 01 0.771
150634.663 02 17.120
150634.663 03 0.000
150634.743 01 0.771
150634.744 02 17.120
150634.744 03 0.152
150634.823 01 0.771
150634.823 02 17.120
150634.824 03 0.152
150634.904 01 0.771
150634.904 02 17.976
150634.904 03 0.152
150634.984 01 0.771
150634.984 02 17.976
150634.984 03 0.000
150635.065 01 0.771
150635.065 02 18.832
150635.065 03 0.152
150635.145 01 0.771
150635.145 02 17.976
150635.145 03 0.152
150635.225 01 0.771
150635.225 02 17.976
150635.225 03 0.000
150635.305 01 0.771
150635.306 02 17.976
150635.306 03 0.152
150635.385 01 0.771
150635.385 02 17.976
150635.385 03 0.000
150635.465 01 0.771
150635.465 02 17.976
150635.466 03 0.152
150635.545 01 0.771
150635.545 02 17.120
150635.545 03 0.152
150635.625 01 0.771
150635.625 02 17.120
150635.625 03 0.000
150635.705 01 0.771
150635.705 02 17.976
150635.705 03 0.152
150635.785 01 0.771
150635.785 02 18.832
150635.785 03 0.000
150635.865 01 0.771
150635.865 02 18.404
150635.866 03 0.152
150635.945 01 0.771
150635.945 02 17.976
150635.945 03 0.000
150636.025 01 0.771
150636.025 02 18.404
150636.026 03 0.152
150636.106 01 0.771
150636.106 02 18.404
150636.106 03 0.152
150636.186 01 0.771
150636.186 02 19.260
150636.186 03 0.152
150636.266 01 0.771
150636.266 02 18.404
150636.266 03 0.152
150636.347 01 0.771
150636.347 02 19.260
150636.347 03 0.152
150636.427 01 0.771
150636.427 02 17.976
150636.427 03 0.152
150636.507 01 0.771
150636.508 02 17.976
150636.508 03 0.152
150636.588 01 0.771
150636.588 02 17.976
150636.588 03 0.152
150636.668 01 0.771
150636.668 02 17.548
150636.668 03 0.152
150636.748 01 0.771
150636.748 02 18.404
150636.748 03 0.152
150636.828 01 0.771
150636.828 02 17.976
150636.829 03 0.152
150636.909 01 0.771
150636.909 02 17.548
150636.909 03 0.152
150636.989 01 0.771
150636.989 02 17.548
150636.989 03 0.152
150637.069 01 0.774
150637.069 02 17.120
150637.069 03 0.152
150637.149 01 0.771
150637.150 02 18.404
150637.150 03 0.152
150637.229 01 0.771
150637.229 02 18.404
150637.230 03 0.152
150637.310 01 0.774
150637.310 02 18.404
150637.310 03 0.152
150637.390 01 0.771
150637.390 02 17.976
150637.390 03 0.152
150637.470 01 0.771
150637.471 02 17.548
150637.471 03 0.152
150637.551 01 0.771
150637.551 02 17.976
150637.551 03 0.152
150637.631 01 0.771
150637.631 02 18.832
150637.631 03 0.152
150637.711 01 0.771
150637.711 02 18.404
150637.712 03 0.152
150637.791 01 0.771
150637.791 02 18.404
150637.791 03 0.152
150637.871 01 0.771
150637.871 02 18.404
150637.871 03 0.152
150637.951 01 0.771
150637.951 02 17.548
150637.951 03 0.152
150638.031 01 0.771
150638.031 02 17.120
150638.031 03 0.152
150638.111 01 0.771
150638.111 02 18.404
150638.111 03 0.152
150638.191 01 0.771
150638.191 02 17.548
150638.191 03 0.152
150638.272 01 0.774
150638.272 02 17.120
150638.272 03 0.000
150638.352 01 0.771
150638.352 02 16.692
150638.352 03 0.152
150638.432 01 0.771
150638.432 02 17.120
150638.432 03 0.152
150638.512 01 0.771
150638.512 02 17.976
150638.513 03 0.000
150638.592 01 0.771
150638.592 02 17.548
150638.593 03 0.152
150638.673 01 0.771
150638.674 02 16.692
150638.674 03 0.152
150638.753 01 0.771
150638.753 02 17.976
150638.754 03 0.152
150638.834 01 0.771
150638.834 02 17.976
150638.834 03 0.152
150638.914 01 0.774
150638.914 02 18.404
150638.914 03 0.000
150638.995 01 0.771
150638.995 02 18.404
150638.995 03 0.152
150639.075 01 0.771
150639.075 02 17.548
150639.076 03 0.152
150639.156 01 0.771
150639.156 02 17.548
150639.156 03 0.152
150639.236 01 0.771
150639.236 02 17.548
150639.236 03 0.152
150639.316 01 0.771
150639.316 02 17.120
150639.316 03 0.152
150639.396 01 0.771
150639.396 02 17.548
150639.396 03 0.152
150639.476 01 0.771
150639.476 02 16.692
150639.476 03 0.152
150639.556 01 0.771
150639.556 02 16.692
150639.556 03 0.152
150639.637 01 0.771
150639.637 02 17.120
150639.637 03 0.000
150639.716 01 0.771
150639.716 02 17.976
150639.716 03 0.304
150639.796 01 0.771
150639.796 02 16.692
150639.796 03 0.152
150639.876 01 0.771
150639.876 02 17.120
150639.876 03 0.000
150639.956 01 0.771
150639.956 02 17.120
150639.957 03 0.304
150640.037 01 0.771
150640.037 02 17.548
150640.037 03 0.152
150640.117 01 0.771
150640.117 02 17.548
150640.117 03 0.152
150640.197 01 0.771
150640.197 02 17.120
150640.198 03 0.152
150640.277 01 0.771
150640.277 02 17.120
150640.277 03 0.000
150640.357 01 0.771
150640.357 02 17.976
150640.358 03 0.152
150640.438 01 0.771
150640.438 02 18.832
150640.438 03 0.152
150640.518 01 0.771
150640.518 02 18.832
150640.518 03 0.000
150640.598 01 0.771
150640.598 02 17.120
150640.598 03 0.152
150640.678 01 0.771
150640.678 02 17.976
150640.679 03 0.152
150640.758 01 0.771
150640.758 02 17.548
150640.758 03 0.152
150640.838 01 0.774
150640.838 02 17.976
150640.838 03 0.152
150640.918 01 0.771
150640.918 02 18.404
150640.918 03 0.152
150640.999 01 0.771
150640.999 02 17.548
150640.999 03 0.152
150641.079 01 0.771
150641.079 02 17.976
150641.079 03 0.152
150641.159 01 0.771
150641.159 02 17.548
150641.159 03 0.000
150641.240 01 0.771
150641.240 02 17.976
150641.240 03 0.152
150641.319 01 0.771
150641.319 02 19.260
150641.319 03 0.152
150641.400 01 0.771
150641.400 02 17.976
150641.400 03 0.152
150641.480 01 0.771
150641.480 02 18.404
150641.480 03 0.152
150641.560 01 0.771
150641.560 02 18.404
150641.560 03 0.152
150641.640 01 0.771
150641.641 02 18.832
150641.641 03 0.152
150641.720 01 0.771
150641.720 02 18.404
150641.720 03 0.152
150641.800 01 0.771
150641.800 02 18.832
150641.800 03 0.152
150641.879 01 0.771
150641.879 02 18.832
150641.879 03 0.152
150641.961 01 0.771
150641.961 02 17.976
150641.961 03 0.152
150642.041 01 0.771
150642.041 02 18.404
150642.041 03 0.152
150642.121 01 0.771
150642.121 02 17.976
150642.121 03 0.152
150642.201 01 0.771
150642.201 02 17.548
150642.201 03 0.152
150642.281 01 0.771
150642.281 02 17.548
150642.282 03 0.000
150642.361 01 0.771
150642.361 02 17.548
150642.361 03 0.304
150642.441 01 0.771
150642.441 02 18.404
150642.441 03 0.152
150642.522 01 0.771
150642.522 02 17.976
150642.522 03 0.152
150642.602 01 0.771
150642.602 02 17.548
150642.602 03 0.152
150642.682 01 0.771
150642.682 02 17.548
150642.683 03 0.152
150642.763 01 0.771
150642.763 02 17.976
150642.763 03 0.152
150642.843 01 0.771
150642.843 02 17.976
150642.843 03 0.152
150642.923 01 0.771
150642.923 02 18.404
150642.924 03 0.152
150643.003 01 0.771
150643.003 02 17.976
150643.004 03 0.152
150643.084 01 0.771
150643.084 02 18.404
150643.084 03 0.000
150643.164 01 0.771
150643.164 02 18.404
150643.164 03 0.152
150643.244 01 0.771
150643.244 02 18.404
150643.244 03 0.000
150643.324 01 0.771
150643.324 02 16.692
150643.325 03 0.152
150643.404 01 0.771
150643.405 02 17.548
150643.405 03 0.152
150643.485 01 0.771
150643.485 02 17.548
150643.486 03 0.152
150643.566 01 0.771
150643.566 02 17.976
150643.566 03 0.000
150643.646 01 0.771
150643.646 02 17.548
150643.646 03 0.152
150643.726 01 0.771
150643.726 02 17.120
150643.727 03 0.304
150643.807 01 0.771
150643.807 02 16.692
150643.807 03 0.000
150643.887 01 0.771
150643.887 02 17.120
150643.887 03 0.152
150643.967 01 0.771
150643.967 02 18.832
150643.967 03 0.152
150644.048 01 0.771
150644.048 02 18.404
150644.048 03 0.152
150644.127 01 0.771
150644.128 02 17.976
150644.128 03 0.152
150644.209 01 0.774
150644.209 02 17.976
150644.209 03 0.152
150644.289 01 0.771
150644.289 02 17.120
150644.289 03 0.152
150644.369 01 0.774
150644.369 02 17.976
150644.369 03 0.152
150644.449 01 0.771
150644.449 02 17.976
150644.449 03 0.152
150644.529 01 0.771
150644.529 02 17.548
150644.530 03 0.152
150644.609 01 0.771
150644.609 02 16.692
150644.609 03 0.152
150644.689 01 0.771
150644.689 02 16.692
150644.689 03 0.152
150644.770 01 0.771
150644.770 02 16.692
150644.770 03 0.152
150644.850 01 0.771
150644.850 02 17.548
150644.850 03 0.152
150644.930 01 0.771
150644.930 02 17.120
150644.930 03 0.152
150645.010 01 0.771
150645.010 02 16.692
150645.010 03 0.152
150645.091 01 0.771
150645.091 02 17.120
150645.091 03 0.152
150645.172 01 0.771
150645.172 02 17.120
150645.172 03 0.152
150645.252 01 0.771
150645.252 02 17.548
150645.252 03 0.152
150645.332 01 0.771
150645.332 02 17.548
150645.332 03 0.152
150645.412 01 0.771
150645.412 02 17.120
150645.412 03 0.152
150645.492 01 0.771
150645.492 02 17.120
150645.492 03 0.152
150645.572 01 0.771
150645.572 02 17.548
150645.573 03 0.000
150645.652 01 0.771
150645.652 02 17.120
150645.653 03 0.000
150645.733 01 0.774
150645.733 02 17.976
150645.733 03 0.152
150645.813 01 0.771
150645.813 02 18.404
150645.813 03 0.000
150645.893 01 0.771
150645.894 02 17.120
150645.894 03 0.152
150645.974 01 0.774
150645.974 02 17.976
150645.974 03 0.152
150646.054 01 0.774
150646.054 02 17.548
150646.054 03 0.152
150646.134 01 0.771
150646.135 02 17.976
150646.135 03 0.152
150646.215 01 0.771
150646.215 02 17.976
150646.215 03 0.152
150646.295 01 0.771
150646.295 02 16.692
150646.295 03 0.152
150646.375 01 0.771
150646.375 02 17.120
150646.375 03 0.152
150646.455 01 0.771
150646.455 02 17.548
150646.455 03 0.304
150646.535 01 0.771
150646.535 02 17.976
150646.535 03 0.152
150646.615 01 0.771
150646.616 02 18.404
150646.616 03 0.304
150646.696 01 0.771
150646.696 02 17.976
150646.696 03 0.152
150646.776 01 0.771
150646.776 02 18.404
150646.776 03 0.152
150646.856 01 0.771
150646.857 02 18.404
150646.857 03 0.152
150646.937 01 0.771
150646.937 02 18.404
150646.937 03 0.152
150647.017 01 0.771
150647.017 02 18.832
150647.018 03 0.152
150647.098 01 0.771
150647.098 02 17.976
150647.098 03 0.152
150647.178 01 0.771
150647.178 02 17.120
150647.178 03 0.152
150647.258 01 0.771
150647.258 02 17.548
150647.258 03 0.152
150647.338 01 0.771
150647.338 02 17.976
150647.338 03 0.000
150647.418 01 0.771
150647.418 02 17.548
150647.418 03 0.152
150647.498 01 0.771
150647.499 02 17.548
150647.499 03 0.000
150647.579 01 0.771
150647.579 02 17.976
150647.579 03 0.152
150647.659 01 0.774
150647.659 02 17.548
150647.659 03 0.152
150647.739 01 0.771
150647.739 02 17.120
150647.739 03 0.152
150647.820 01 0.771
150647.820 02 17.120
150647.820 03 0.152
150647.900 01 0.771
150647.900 02 16.692
150647.900 03 0.152
150647.980 01 0.771
150647.980 02 17.120
150647.980 03 0.304
150648.061 01 0.771
150648.061 02 17.120
150648.061 03 0.000
150648.141 01 0.774
150648.141 02 17.120
150648.141 03 0.152
150648.221 01 0.771
150648.221 02 17.548
150648.221 03 0.000
150648.301 01 0.774
150648.301 02 18.404
150648.301 03 0.152
150648.381 01 0.771
150648.381 02 17.548
150648.382 03 0.152
150648.462 01 0.774
150648.462 02 17.548
150648.462 03 0.152
150648.542 01 0.771
150648.542 02 17.548
150648.542 03 0.152
150648.622 01 0.771
150648.622 02 17.120
150648.622 03 0.152
150648.703 01 0.771
150648.703 02 17.976
150648.703 03 0.152
150648.783 01 0.771
150648.783 02 17.548
150648.783 03 0.152
150648.863 01 0.771
150648.863 02 17.120
150648.863 03 0.304
150648.944 01 0.771
150648.944 02 16.692
150648.944 03 0.152
150649.025 01 0.771
150649.025 02 17.976
150649.025 03 0.152
150649.105 01 0.771
150649.105 02 17.548
150649.105 03 0.152
150649.185 01 0.771
150649.185 02 16.692
150649.185 03 0.000
150649.265 01 0.771
150649.265 02 17.548
150649.265 03 0.152
150649.345 01 0.771
150649.345 02 16.692
150649.345 03 0.152
150649.425 01 0.771
150649.425 02 16.692
150649.425 03 0.152
150649.505 01 0.771
150649.506 02 15.836
150649.506 03 0.152
150649.586 01 0.771
150649.586 02 16.264
150649.586 03 0.152
150649.666 01 0.771
150649.666 02 17.120
150649.666 03 0.152
150649.746 01 0.771
150649.746 02 17.548
150649.746 03 0.152
150649.826 01 0.774
150649.826 02 18.404
150649.826 03 0.152
150649.907 01 0.771
150649.907 02 18.832
150649.907 03 0.152
150649.987 01 0.771
150649.987 02 17.976
150649.987 03 0.152
150650.067 01 0.771
150650.067 02 18.404
150650.067 03 0.000
