Config file checksum: 97479A50
01 extDist
02 extPres
03 tilt
04 rotaDirDrill
05 feedExtCurr
06 adpeStatus
07 adpeTask
HHMMSS.MS  ID VALUE
145808.849 01 0.828
145808.849 02 13.696
145808.849 03 0.304
145808.929 01 0.828
145808.930 02 12.840
145808.930 03 0.152
145809.009 01 0.828
145809.009 02 12.840
145809.009 03 0.456
145809.089 01 0.828
145809.089 02 12.840
145809.089 03 0.456
145809.169 01 0.825
145809.169 02 12.840
145809.170 03 0.456
145809.248 01 0.828
145809.248 02 12.412
145809.248 03 0.456
145809.329 01 0.828
145809.329 02 12.412
145809.329 03 0.304
145809.409 01 0.825
145809.409 02 11.556
145809.409 03 0.304
145809.489 01 0.825
145809.489 02 11.128
145809.489 03 0.304
145809.570 01 0.825
145809.570 02 11.128
145809.570 03 0.304
145809.650 01 0.825
145809.650 02 10.272
145809.650 03 0.304
145809.730 01 0.828
145809.730 02 9.844
145809.730 03 0.304
145809.810 01 0.825
145809.811 02 9.844
145809.811 03 0.304
145809.891 01 0.825
145809.891 02 11.128
145809.891 03 0.456
145809.971 01 0.828
145809.971 02 10.700
145809.971 03 0.456
145810.051 01 0.825
145810.051 02 10.700
145810.051 03 0.456
145810.131 01 0.828
145810.131 02 11.128
145810.131 03 0.152
145810.211 01 0.825
145810.211 02 10.700
145810.211 03 0.456
145810.292 01 0.828
145810.292 02 11.128
145810.292 03 0.152
145810.372 01 0.825
145810.372 02 10.700
145810.372 03 0.456
145810.452 01 0.828
145810.452 02 11.556
145810.452 03 0.456
145810.532 01 0.828
145810.532 02 10.700
145810.532 03 0.304
145810.612 01 0.828
145810.612 02 10.272
145810.612 03 0.304
145810.693 01 0.825
145810.693 02 9.844
145810.693 03 0.304
145810.773 01 0.825
145810.773 02 8.988
145810.773 03 0.304
145810.853 01 0.825
145810.853 02 10.272
145810.853 03 0.304
145810.933 01 0.825
145810.933 02 8.988
145810.933 03 0.456
145811.013 01 0.828
145811.013 02 10.700
145811.013 03 0.304
145811.094 01 0.828
145811.094 02 9.844
145811.094 03 0.456
145811.174 01 0.828
145811.174 02 10.700
145811.174 03 0.304
145811.254 01 0.825
145811.254 02 9.416
145811.254 03 0.304
145811.334 01 0.828
145811.334 02 9.844
145811.334 03 0.304
145811.414 01 0.825
145811.414 02 9.416
145811.414 03 0.304
145811.494 01 0.828
145811.494 02 9.416
145811.494 03 0.304
145811.574 01 0.825
145811.574 02 9.844
145811.574 03 0.456
145811.654 01 0.825
145811.654 02 9.416
145811.654 03 0.456
145811.733 01 0.828
145811.734 02 9.844
145811.734 03 0.456
145811.814 01 0.825
145811.814 02 9.844
145811.814 03 0.456
145811.894 01 0.825
145811.894 02 9.844
145811.894 03 0.304
145811.974 01 0.828
145811.974 02 9.844
145811.974 03 0.304
145812.054 01 0.825
145812.055 02 9.416
145812.055 03 0.304
145812.135 01 0.825
145812.135 02 8.560
145812.135 03 0.152
145812.215 01 0.828
145812.215 02 8.988
145812.215 03 0.304
145812.296 01 0.825
145812.296 02 9.844
145812.296 03 0.304
145812.376 01 0.825
145812.376 02 8.560
145812.376 03 0.304
145812.456 01 0.825
145812.456 02 9.416
145812.456 03 0.608
145812.537 01 0.825
145812.537 02 8.560
145812.537 03 0.304
145812.617 01 0.825
145812.617 02 8.988
145812.617 03 0.456
145812.697 01 0.825
145812.697 02 9.844
145812.697 03 0.456
145812.777 01 0.825
145812.777 02 8.560
145812.777 03 0.304
145812.857 01 0.828
145812.857 02 9.844
145812.857 03 0.304
145812.937 01 0.825
145812.937 02 9.416
145812.937 03 0.304
145813.017 01 0.825
145813.017 02 8.988
145813.017 03 0.456
145813.096 01 0.825
145813.096 02 9.416
145813.096 03 0.456
145813.177 01 0.825
145813.177 02 9.416
145813.177 03 0.304
145813.257 01 0.828
145813.257 02 8.988
145813.257 03 0.304
145813.337 01 0.828
145813.337 02 8.988
145813.337 03 0.456
145813.418 01 0.828
145813.418 02 8.560
145813.418 03 0.304
145813.498 01 0.825
145813.498 02 8.132
145813.498 03 0.304
145813.578 01 0.825
145813.578 02 8.988
145813.578 03 0.608
145813.658 01 0.825
145813.659 02 9.844
145813.659 03 0.000
145813.739 01 0.828
145813.739 02 8.988
145813.739 03 0.456
145813.819 01 0.828
145813.819 02 9.416
145813.819 03 0.456
145813.899 01 0.825
145813.899 02 9.844
145813.899 03 0.152
145813.980 01 0.828
145813.980 02 10.272
145813.980 03 0.456
145814.060 01 0.828
145814.060 02 10.700
145814.060 03 0.304
145814.140 01 0.828
145814.140 02 11.128
145814.140 03 0.456
145814.220 01 0.825
145814.220 02 9.416
145814.220 03 0.304
145814.300 01 0.825
145814.300 02 10.272
145814.300 03 0.456
145814.380 01 0.825
145814.380 02 10.272
145814.380 03 0.456
145814.460 01 0.825
145814.460 02 9.844
145814.460 03 0.304
145814.540 01 0.825
145814.540 02 9.844
145814.540 03 0.456
145814.621 01 0.825
145814.621 02 8.988
145814.621 03 0.152
145814.701 01 0.825
145814.701 02 8.988
145814.701 03 0.456
145814.782 01 0.825
145814.782 02 8.560
145814.782 03 0.152
145814.862 01 0.828
145814.862 02 8.132
145814.862 03 0.456
145814.942 01 0.828
145814.942 02 8.988
145814.942 03 0.152
145815.023 01 0.825
145815.023 02 8.132
145815.023 03 0.456
145815.103 01 0.825
145815.103 02 8.132
145815.103 03 0.456
145815.183 01 0.825
145815.183 02 8.988
145815.183 03 0.152
145815.263 01 0.828
145815.264 02 8.132
145815.264 03 0.608
145815.344 01 0.825
145815.344 02 8.988
145815.344 03 0.304
145815.424 01 0.825
145815.424 02 8.560
145815.424 03 0.304
145815.504 01 0.828
145815.505 02 8.988
145815.505 03 0.304
145815.585 01 0.825
145815.585 02 8.132
145815.585 03 0.304
145815.665 01 0.825
145815.665 02 8.560
145815.665 03 0.152
145815.745 01 0.825
145815.745 02 8.560
145815.745 03 0.304
145815.825 01 0.828
145815.825 02 8.560
145815.825 03 0.304
145815.905 01 0.825
145815.905 02 8.132
145815.905 03 0.304
145815.985 01 0.828
145815.985 02 9.844
145815.985 03 0.456
145816.065 01 0.828
145816.065 02 8.988
145816.065 03 0.304
145816.144 01 0.825
145816.144 02 8.988
145816.145 03 0.304
145816.225 01 0.825
145816.225 02 8.560
145816.225 03 0.456
145816.305 01 0.828
145816.305 02 8.560
145816.305 03 0.304
145816.385 01 0.825
145816.385 02 8.560
145816.385 03 0.304
145816.465 01 0.828
145816.465 02 7.276
145816.465 03 0.456
145816.545 01 0.828
145816.545 02 8.560
145816.545 03 0.456
145816.625 01 0.825
145816.625 02 7.276
145816.625 03 0.152
145816.706 01 0.828
145816.706 02 8.988
145816.706 03 0.608
145816.786 01 0.828
145816.786 02 8.560
145816.786 03 0.152
145816.866 01 0.825
145816.866 02 7.704
145816.866 03 0.304
145816.946 01 0.825
145816.947 02 8.988
145816.947 03 0.456
145817.027 01 0.828
145817.027 02 8.132
145817.027 03 0.304
145817.107 01 0.825
145817.108 02 8.560
145817.108 03 0.304
145817.188 01 0.825
145817.188 02 8.132
145817.188 03 0.152
145817.268 01 0.828
145817.268 02 8.560
145817.268 03 0.456
145817.348 01 0.825
145817.348 02 8.560
145817.348 03 0.000
145817.428 01 0.825
145817.428 02 8.988
145817.428 03 0.608
145817.508 01 0.825
145817.508 02 7.704
145817.508 03 0.304
145817.589 01 0.825
145817.589 02 7.704
145817.589 03 0.304
145817.669 01 0.825
145817.669 02 7.704
145817.669 03 0.456
145817.749 01 0.825
145817.749 02 8.560
145817.749 03 0.152
145817.829 01 0.828
145817.829 02 7.276
145817.829 03 0.456
145817.909 01 0.828
145817.909 02 7.704
145817.909 03 0.456
145817.989 01 0.825
145817.989 02 7.704
145817.989 03 0.304
145818.068 01 0.825
145818.069 02 7.704
145818.069 03 0.456
145818.149 01 0.825
145818.149 02 8.560
145818.149 03 0.304
145818.229 01 0.825
145818.230 02 7.704
145818.230 03 0.304
145818.309 01 0.825
145818.309 02 8.132
145818.310 03 0.456
145818.390 01 0.825
145818.390 02 8.132
145818.390 03 0.304
145818.470 01 0.825
145818.470 02 8.560
145818.470 03 0.456
145818.550 01 0.825
145818.550 02 7.704
145818.550 03 0.304
145818.630 01 0.825
145818.631 02 7.276
145818.631 03 0.304
145818.711 01 0.825
145818.711 02 7.276
145818.711 03 0.304
145818.792 01 0.828
145818.792 02 7.704
145818.792 03 0.304
145818.872 01 0.828
145818.872 02 6.848
145818.872 03 0.304
145818.952 01 0.828
145818.952 02 6.848
145818.952 03 0.304
145819.033 01 0.828
145819.033 02 7.276
145819.033 03 0.304
145819.113 01 0.825
145819.113 02 6.848
145819.113 03 0.304
145819.193 01 0.825
145819.193 02 7.704
145819.193 03 0.304
145819.273 01 0.828
145819.273 02 8.132
145819.273 03 0.304
145819.354 01 0.828
145819.354 02 7.704
145819.354 03 0.304
145819.434 01 0.825
145819.434 02 7.704
145819.434 03 0.456
145819.514 01 0.828
145819.514 02 7.276
145819.514 03 0.304
145819.594 01 0.825
145819.594 02 7.276
145819.594 03 0.456
145819.675 01 0.828
145819.675 02 8.132
145819.675 03 0.456
145819.755 01 0.828
145819.755 02 7.704
145819.755 03 0.304
145819.835 01 0.825
145819.835 02 7.704
145819.835 03 0.304
145819.915 01 0.828
145819.915 02 7.704
145819.916 03 0.304
145819.996 01 0.828
145819.996 02 8.132
145819.996 03 0.304
145820.076 01 0.828
145820.076 02 7.704
145820.076 03 0.456
145820.156 01 0.828
145820.157 02 7.704
145820.157 03 0.456
145820.237 01 0.825
145820.237 02 7.276
145820.237 03 0.456
145820.317 01 0.828
145820.317 02 7.704
145820.317 03 0.456
145820.397 01 0.828
145820.397 02 7.276
145820.397 03 0.304
145820.477 01 0.825
145820.477 02 7.276
145820.477 03 0.304
145820.557 01 0.825
145820.557 02 7.704
145820.557 03 0.304
145820.636 01 0.825
145820.637 02 7.704
145820.637 03 0.304
145820.717 01 0.825
145820.717 02 7.704
145820.717 03 0.456
145820.797 01 0.825
145820.797 02 8.132
145820.797 03 0.456
145820.877 01 0.825
145820.877 02 7.704
145820.877 03 0.456
145820.958 01 0.825
145820.958 02 7.276
145820.958 03 0.304
145821.038 01 0.825
145821.039 02 7.704
145821.039 03 0.304
145821.119 01 0.828
145821.119 02 7.704
145821.119 03 0.304
145821.199 01 0.828
145821.199 02 7.276
145821.199 03 0.304
145821.280 01 0.825
145821.280 02 7.704
145821.280 03 0.304
145821.360 01 0.825
145821.360 02 7.704
145821.361 03 0.304
145821.441 01 0.828
145821.441 02 7.704
145821.441 03 0.456
145821.521 01 0.825
145821.521 02 7.276
145821.521 03 0.456
145821.601 01 0.828
145821.601 02 7.276
145821.601 03 0.456
145821.682 01 0.825
145821.682 02 7.704
145821.682 03 0.304
145821.762 01 0.828
145821.762 02 7.704
145821.762 03 0.304
145821.842 01 0.825
145821.842 02 8.132
145821.842 03 0.304
145821.922 01 0.828
145821.922 02 7.704
145821.922 03 0.304
145822.002 01 0.828
145822.002 02 7.704
145822.002 03 0.304
145822.083 01 0.828
145822.083 02 8.132
145822.083 03 0.304
145822.163 01 0.825
145822.163 02 8.560
145822.163 03 0.304
145822.243 01 0.825
145822.243 02 8.560
145822.243 03 0.304
145822.324 01 0.825
145822.324 02 9.416
145822.324 03 0.304
145822.404 01 0.825
145822.404 02 9.844
145822.404 03 0.304
145822.484 01 0.825
145822.484 02 9.416
145822.484 03 0.304
145822.565 01 0.828
145822.565 02 9.416
145822.565 03 0.456
145822.645 01 0.828
145822.645 02 9.416
145822.645 03 0.304
145822.726 01 0.828
145822.726 02 8.988
145822.726 03 0.304
145822.804 01 0.828
145822.805 02 8.560
145822.805 03 0.456
145822.885 01 0.828
145822.885 02 8.988
145822.885 03 0.304
145822.965 01 0.828
145822.965 02 8.988
145822.965 03 0.304
145823.044 01 0.828
145823.044 02 9.844
145823.045 03 0.456
145823.125 01 0.825
145823.125 02 8.988
145823.125 03 0.152
145823.205 01 0.825
145823.205 02 10.272
145823.205 03 0.456
145823.285 01 0.828
145823.285 02 11.128
145823.285 03 0.304
145823.366 01 0.828
145823.366 02 11.128
145823.366 03 0.304
145823.446 01 0.828
145823.446 02 11.128
145823.446 03 0.456
145823.526 01 0.828
145823.526 02 11.128
145823.526 03 0.304
145823.606 01 0.828
145823.606 02 11.556
145823.606 03 0.152
145823.686 01 0.825
145823.686 02 11.128
145823.686 03 0.608
145823.767 01 0.828
145823.767 02 11.556
145823.767 03 0.304
145823.847 01 0.825
145823.847 02 11.128
145823.847 03 0.456
145823.928 01 0.828
145823.928 02 11.556
145823.928 03 0.456
145824.046 01 0.825
145824.046 02 10.700
145824.046 03 0.304
145824.127 01 0.828
145824.127 02 10.272
145824.127 03 0.304
145824.206 01 0.828
145824.206 02 9.844
145824.206 03 0.456
145824.287 01 0.828
145824.287 02 10.700
145824.287 03 0.304
145824.367 01 0.828
145824.367 02 10.272
145824.367 03 0.304
145824.447 01 0.828
145824.447 02 10.272
145824.447 03 0.304
145824.527 01 0.828
145824.527 02 9.844
145824.527 03 0.304
145824.608 01 0.828
145824.608 02 9.844
145824.608 03 0.304
145824.688 01 0.825
145824.688 02 10.272
145824.688 03 0.456
145824.768 01 0.828
145824.768 02 10.272
145824.768 03 0.304
145824.849 01 0.825
145824.849 02 9.844
145824.849 03 0.304
145824.929 01 0.828
145824.929 02 10.272
145824.929 03 0.456
145825.010 01 0.825
145825.010 02 9.844
145825.010 03 0.304
145825.089 01 0.825
145825.089 02 10.272
145825.089 03 0.456
145825.169 01 0.828
145825.169 02 10.700
145825.169 03 0.456
145825.249 01 0.828
145825.250 02 10.272
145825.250 03 0.456
145825.330 01 0.828
145825.330 02 9.844
145825.330 03 0.456
145825.410 01 0.828
145825.410 02 10.272
145825.410 03 0.456
145825.490 01 0.828
145825.490 02 10.272
145825.491 03 0.304
145825.571 01 0.828
145825.571 02 9.844
145825.571 03 0.304
145825.651 01 0.828
145825.651 02 9.844
145825.651 03 0.304
145825.731 01 0.828
145825.731 02 9.416
145825.732 03 0.304
145825.812 01 0.825
145825.812 02 9.416
145825.812 03 0.304
145825.892 01 0.825
145825.892 02 8.988
145825.892 03 0.456
145825.972 01 0.828
145825.972 02 9.844
145825.972 03 0.304
145826.052 01 0.825
145826.052 02 9.844
145826.052 03 0.456
145826.133 01 0.825
145826.133 02 9.844
145826.133 03 0.304
145826.213 01 0.825
145826.213 02 9.416
145826.213 03 0.304
145826.294 01 0.825
145826.294 02 9.844
145826.294 03 0.304
145826.373 01 0.828
145826.373 02 9.844
145826.373 03 0.304
145826.454 01 0.828
145826.454 02 9.844
145826.454 03 0.304
145826.534 01 0.828
145826.534 02 9.416
145826.534 03 0.456
145826.614 01 0.828
145826.614 02 9.844
145826.614 03 0.456
145826.694 01 0.828
145826.695 02 9.416
145826.695 03 0.304
145826.775 01 0.825
145826.775 02 9.844
145826.775 03 0.304
145826.854 01 0.828
145826.854 02 8.988
145826.855 03 0.304
145826.935 01 0.828
145826.935 02 9.416
145826.935 03 0.304
145827.014 01 0.828
145827.014 02 8.560
145827.014 03 0.304
145827.094 01 0.828
145827.094 02 9.416
145827.094 03 0.304
145827.175 01 0.825
145827.175 02 8.560
145827.175 03 0.304
145827.255 01 0.828
145827.255 02 8.988
145827.255 03 0.304
145827.335 01 0.825
145827.335 02 8.988
145827.335 03 0.304
145827.415 01 0.828
145827.415 02 8.988
145827.415 03 0.304
145827.496 01 0.825
145827.496 02 8.988
145827.496 03 0.304
145827.575 01 0.828
145827.575 02 9.416
145827.575 03 0.304
145827.656 01 0.828
145827.656 02 8.988
145827.656 03 0.456
145827.736 01 0.828
145827.736 02 8.560
145827.736 03 0.304
145827.816 01 0.825
145827.816 02 9.416
145827.816 03 0.304
145827.897 01 0.825
145827.897 02 9.416
145827.897 03 0.304
145827.975 01 0.828
145827.975 02 9.416
145827.975 03 0.304
145827.975 06 7
145827.995 04 0
145828.056 01 0.825
145828.056 02 8.988
145828.056 03 0.304
145828.137 01 0.828
145828.137 02 9.416
145828.137 03 0.304
145828.217 01 0.828
145828.217 02 8.988
145828.217 03 0.304
145828.297 01 0.825
145828.297 02 8.988
145828.297 03 0.456
145828.376 01 0.828
145828.377 02 8.988
145828.377 03 0.304
145828.457 01 0.825
145828.457 02 8.988
145828.457 03 0.304
145828.537 01 0.828
145828.537 02 8.560
145828.537 03 0.304
145828.617 01 0.828
145828.617 02 8.132
145828.617 03 0.304
145828.698 01 0.825
145828.698 02 8.560
145828.698 03 0.304
145828.778 01 0.828
145828.778 02 8.560
145828.778 03 0.304
145828.858 01 0.828
145828.859 02 8.132
145828.859 03 0.304
145828.939 01 0.828
145828.939 02 8.132
145828.939 03 0.304
145829.019 01 0.825
145829.019 02 8.560
145829.019 03 0.304
145829.098 01 0.828
145829.098 02 8.132
145829.099 03 0.304
145829.179 01 0.825
145829.179 02 7.704
145829.179 03 0.304
145829.259 01 0.828
145829.259 02 8.560
145829.259 03 0.304
145829.339 01 0.828
145829.339 02 8.132
145829.339 03 0.304
145829.420 01 0.825
145829.420 02 8.132
145829.420 03 0.304
145829.500 01 0.828
145829.500 02 8.132
145829.500 03 0.304
145829.580 01 0.825
145829.580 02 8.560
145829.580 03 0.304
145829.661 01 0.828
145829.661 02 8.132
145829.661 03 0.304
145829.741 01 0.828
145829.741 02 8.560
145829.741 03 0.304
145829.821 01 0.825
145829.821 02 7.704
145829.821 03 0.304
145829.902 01 0.828
145829.902 02 7.276
145829.902 03 0.304
145829.982 01 0.828
145829.983 02 6.848
145829.983 03 0.304
145830.062 01 0.828
145830.063 02 7.276
145830.063 03 0.304
145830.143 01 0.825
145830.143 02 6.848
145830.143 03 0.304
145830.223 01 0.828
145830.223 02 7.276
145830.223 03 0.304
145830.303 01 0.828
145830.303 02 6.848
145830.303 03 0.304
145830.383 01 0.825
145830.383 02 7.276
145830.383 03 0.304
145830.464 01 0.825
145830.464 02 6.848
145830.464 03 0.304
145830.543 01 0.828
145830.543 02 5.992
145830.543 03 0.304
145830.624 01 0.828
145830.624 02 6.848
145830.624 03 0.304
145830.704 01 0.825
145830.704 02 6.420
145830.704 03 0.304
145830.785 01 0.825
145830.785 02 5.992
145830.785 03 0.304
145830.865 01 0.825
145830.865 02 6.420
145830.865 03 0.304
145830.945 01 0.825
145830.946 02 5.992
145830.946 03 0.304
145831.026 01 0.828
145831.026 02 5.992
145831.026 03 0.304
145831.106 01 0.825
145831.106 02 5.992
145831.106 03 0.304
145831.187 01 0.825
145831.187 02 5.992
145831.187 03 0.304
145831.267 01 0.828
145831.267 02 5.992
145831.267 03 0.304
145831.347 01 0.828
145831.347 02 5.564
145831.347 03 0.304
145831.428 01 0.825
145831.428 02 5.564
145831.428 03 0.304
145831.508 01 0.825
145831.508 02 5.564
145831.508 03 0.304
145831.588 01 0.828
145831.588 02 5.564
145831.588 03 0.304
145831.668 01 0.825
145831.668 02 5.136
145831.668 03 0.304
145831.749 01 0.825
145831.749 02 5.564
145831.749 03 0.304
145831.829 01 0.828
145831.829 02 5.136
145831.829 03 0.304
145831.908 01 0.828
145831.908 02 5.136
145831.908 03 0.304
145831.989 01 0.825
145831.989 02 5.136
145831.989 03 0.304
145832.069 01 0.825
145832.069 02 5.136
145832.069 03 0.304
145832.149 01 0.828
145832.149 02 5.136
145832.149 03 0.304
145832.228 01 0.825
145832.229 02 5.136
145832.229 03 0.304
145832.309 01 0.828
145832.309 02 5.136
145832.309 03 0.304
145832.389 01 0.828
145832.389 02 5.136
145832.389 03 0.304
145832.469 01 0.825
145832.469 02 5.136
145832.469 03 0.304
145832.550 01 0.825
145832.550 02 4.708
145832.550 03 0.304
145832.630 01 0.825
145832.630 02 5.136
145832.630 03 0.304
145832.710 01 0.828
145832.710 02 4.708
145832.710 03 0.304
145832.790 01 0.825
145832.790 02 4.708
145832.790 03 0.304
145832.871 01 0.828
145832.871 02 4.708
145832.871 03 0.304
145832.951 01 0.828
145832.951 02 4.708
145832.951 03 0.304
145833.030 01 0.825
145833.030 02 5.136
145833.030 03 0.304
145833.111 01 0.825
145833.111 02 4.708
145833.111 03 0.304
145833.191 01 0.825
145833.191 02 5.136
145833.191 03 0.304
145833.271 01 0.825
145833.271 02 5.136
145833.271 03 0.304
145833.351 01 0.825
145833.351 02 4.280
145833.352 03 0.304
145833.432 01 0.828
145833.432 02 4.280
145833.432 03 0.304
145833.513 01 0.828
145833.513 02 4.280
145833.513 03 0.304
145833.593 01 0.825
145833.593 02 4.280
145833.593 03 0.304
145833.673 01 0.825
145833.673 02 3.852
145833.673 03 0.304
145833.753 01 0.825
145833.753 02 4.280
145833.753 03 0.304
145833.834 01 0.828
145833.834 02 4.280
145833.834 03 0.304
145833.913 01 0.828
145833.913 02 4.280
145833.913 03 0.304
145833.993 01 0.825
145833.993 02 3.852
145833.993 03 0.304
145834.074 01 0.825
145834.074 02 3.852
145834.074 03 0.304
145834.154 01 0.825
145834.154 02 4.280
145834.154 03 0.304
145834.234 01 0.825
145834.234 02 4.280
145834.234 03 0.304
145834.315 01 0.828
145834.315 02 3.852
145834.315 03 0.304
145834.395 01 0.825
145834.395 02 4.280
145834.395 03 0.304
145834.475 01 0.828
145834.475 02 4.280
145834.475 03 0.304
145834.555 01 0.825
145834.555 02 3.852
145834.555 03 0.304
145834.636 01 0.828
145834.636 02 4.280
145834.636 03 0.304
145834.715 01 0.825
145834.715 02 4.280
145834.715 03 0.304
145834.796 01 0.825
145834.796 02 3.852
145834.796 03 0.304
145834.876 01 0.825
145834.876 02 3.852
145834.876 03 0.304
145834.957 01 0.825
145834.957 02 4.280
145834.957 03 0.304
145835.037 01 0.825
145835.037 02 3.852
145835.037 03 0.304
145835.117 01 0.828
145835.117 02 3.852
145835.117 03 0.304
145835.197 01 0.828
145835.197 02 3.852
145835.197 03 0.304
145835.277 01 0.825
145835.277 02 3.852
145835.277 03 0.304
145835.357 01 0.828
145835.357 02 3.852
145835.357 03 0.304
145835.437 01 0.825
145835.437 02 3.852
145835.437 03 0.304
145835.518 01 0.825
145835.518 02 3.852
145835.518 03 0.304
145835.598 01 0.825
145835.598 02 3.852
145835.598 03 0.304
145835.677 01 0.825
145835.677 02 3.424
145835.677 03 0.304
145835.758 01 0.828
145835.758 02 3.852
145835.758 03 0.304
145835.838 01 0.828
145835.838 02 3.852
145835.838 03 0.304
145835.918 01 0.828
145835.918 02 3.852
145835.918 03 0.304
145835.999 01 0.825
145835.999 02 3.852
145835.999 03 0.304
145836.079 01 0.825
145836.079 02 3.424
145836.079 03 0.304
145836.159 01 0.825
145836.160 02 3.424
145836.160 03 0.304
145836.238 01 0.828
145836.239 02 3.852
145836.239 03 0.304
145836.318 01 0.825
145836.318 02 3.852
145836.318 03 0.304
145836.398 01 0.825
145836.398 02 4.280
145836.398 03 0.304
145836.479 01 0.825
145836.479 02 3.424
145836.479 03 0.304
145836.559 01 0.828
145836.559 02 2.996
145836.559 03 0.304
145836.639 01 0.825
145836.640 02 3.852
145836.640 03 0.304
145836.719 01 0.825
145836.719 02 3.424
145836.720 03 0.304
145836.799 01 0.825
145836.799 02 3.852
145836.799 03 0.304
145836.880 01 0.825
145836.880 02 3.424
145836.880 03 0.304
145836.959 01 0.828
145836.959 02 3.424
145836.960 03 0.304
145837.040 01 0.828
145837.040 02 3.424
145837.040 03 0.304
145837.120 01 0.828
145837.120 02 3.424
145837.120 03 0.304
145837.199 01 0.828
145837.199 02 3.424
145837.199 03 0.304
145837.279 01 0.825
145837.279 02 3.852
145837.279 03 0.304
145837.360 01 0.825
145837.360 02 2.996
145837.360 03 0.304
145837.439 01 0.825
145837.439 02 3.852
145837.439 03 0.304
145837.520 01 0.825
145837.520 02 3.852
145837.520 03 0.304
145837.600 01 0.828
145837.601 02 3.852
145837.601 03 0.304
145837.681 01 0.825
145837.681 02 3.852
145837.681 03 0.304
145837.761 01 0.828
145837.761 02 3.424
145837.761 03 0.304
145837.841 01 0.825
145837.841 02 3.852
145837.841 03 0.304
145837.921 01 0.825
145837.921 02 3.852
145837.921 03 0.304
145838.002 01 0.825
145838.002 02 3.424
145838.002 03 0.304
145838.081 01 0.825
145838.081 02 2.996
145838.081 03 0.304
145838.162 01 0.825
145838.162 02 3.424
145838.162 03 0.304
145838.242 01 0.825
145838.242 02 3.424
145838.242 03 0.304
145838.321 01 0.828
145838.321 02 3.424
145838.321 03 0.304
145838.401 01 0.825
145838.401 02 3.424
145838.402 03 0.304
145838.482 01 0.828
145838.482 02 3.424
145838.482 03 0.304
145838.562 01 0.828
145838.562 02 2.996
145838.562 03 0.304
145838.642 01 0.828
145838.642 02 3.852
145838.642 03 0.304
145838.722 01 0.825
145838.722 02 3.424
145838.722 03 0.304
145838.803 01 0.828
145838.803 02 3.424
145838.803 03 0.304
145838.883 01 0.828
145838.883 02 3.424
145838.883 03 0.304
145838.963 01 0.825
145838.964 02 3.424
145838.964 03 0.304
145839.044 01 0.825
145839.044 02 3.424
145839.044 03 0.304
145839.123 01 0.828
145839.123 02 2.996
145839.123 03 0.304
145839.204 01 0.825
145839.204 02 2.996
145839.204 03 0.304
145839.284 01 0.825
145839.284 02 2.996
145839.284 03 0.304
145839.364 01 0.825
145839.364 02 2.996
145839.364 03 0.304
145839.444 01 0.825
145839.445 02 3.424
145839.445 03 0.304
145839.525 01 0.825
145839.525 02 3.424
145839.525 03 0.304
145839.604 01 0.825
145839.604 02 3.424
145839.604 03 0.304
145839.685 01 0.825
145839.685 02 3.424
145839.685 03 0.304
145839.765 01 0.825
145839.765 02 3.424
145839.765 03 0.304
145839.846 01 0.825
145839.846 02 2.996
145839.846 03 0.304
145839.926 01 0.828
145839.926 02 3.424
145839.926 03 0.304
145840.006 01 0.825
145840.007 02 3.424
145840.007 03 0.304
145840.087 01 0.828
145840.087 02 2.996
145840.087 03 0.304
145840.167 01 0.825
145840.167 02 3.424
145840.167 03 0.304
145840.247 01 0.825
145840.247 02 3.852
145840.247 03 0.304
145840.328 01 0.828
145840.328 02 3.424
145840.328 03 0.304
145840.408 01 0.825
145840.408 02 2.996
145840.408 03 0.304
145840.488 01 0.828
145840.488 02 2.996
145840.488 03 0.304
145840.568 01 0.825
145840.569 02 2.996
145840.569 03 0.304
145840.649 01 0.825
145840.649 02 2.996
145840.649 03 0.304
145840.729 01 0.828
145840.729 02 2.996
145840.729 03 0.304
145840.810 01 0.825
145840.810 02 2.996
145840.810 03 0.304
145840.890 01 0.825
145840.890 02 2.568
145840.890 03 0.304
145840.970 01 0.825
145840.970 02 2.996
145840.970 03 0.304
145841.051 01 0.828
145841.051 02 2.996
145841.051 03 0.304
145841.131 01 0.825
145841.131 02 2.568
145841.131 03 0.304
145841.211 01 0.828
145841.211 02 2.996
145841.211 03 0.304
145841.291 01 0.825
145841.291 02 2.996
145841.292 03 0.304
145841.372 01 0.825
145841.372 02 3.424
145841.372 03 0.304
145841.451 01 0.825
145841.451 02 2.996
145841.451 03 0.304
145841.531 01 0.828
145841.531 02 2.996
145841.531 03 0.304
145841.612 01 0.825
145841.612 02 2.996
145841.612 03 0.304
145841.692 01 0.825
145841.692 02 2.996
145841.692 03 0.304
145841.772 01 0.825
145841.772 02 2.568
145841.772 03 0.304
145841.852 01 0.825
145841.852 02 3.424
145841.852 03 0.304
145841.932 01 0.825
145841.932 02 2.568
145841.933 03 0.304
145842.013 01 0.825
145842.013 02 3.424
145842.013 03 0.304
145842.093 01 0.828
145842.093 02 2.568
145842.093 03 0.304
145842.173 01 0.825
145842.173 02 2.996
145842.173 03 0.304
145842.253 01 0.825
145842.253 02 3.424
145842.254 03 0.304
145842.334 01 0.825
145842.334 02 2.996
145842.334 03 0.304
145842.414 01 0.825
145842.414 02 2.568
145842.414 03 0.304
145842.495 01 0.828
145842.495 02 3.424
145842.495 03 0.304
145842.575 01 0.828
145842.575 02 3.424
145842.575 03 0.304
