Config file checksum: 97479A50
01 extDist
02 extPres
03 tilt
04 rotaDirDrill
05 feedExtCurr
06 adpeStatus
07 adpeTask
HHMMSS.MS  ID VALUE
130935.808 02 4.280
130935.808 03 0.000
130935.888 01 0.816
130935.888 02 4.280
130935.888 03 0.000
130935.968 01 0.816
130935.968 02 3.424
130935.968 03 0.152
130936.048 01 0.816
130936.048 02 4.280
130936.048 03 0.000
130936.128 01 0.816
130936.128 02 3.852
130936.128 03 -0.152
130936.209 01 0.816
130936.209 02 2.996
130936.209 03 0.000
130936.289 01 0.816
130936.289 02 2.996
130936.289 03 -0.152
130936.369 01 0.816
130936.369 02 3.852
130936.369 03 0.152
130936.449 01 0.816
130936.449 02 2.996
130936.450 03 0.000
130936.529 01 0.816
130936.529 02 2.996
130936.529 03 0.000
130936.609 01 0.816
130936.610 02 3.424
130936.610 03 0.152
130936.690 01 0.816
130936.690 02 2.568
130936.690 03 -0.152
130936.770 01 0.816
130936.770 02 2.568
130936.770 03 0.000
130936.850 01 0.816
130936.850 02 3.852
130936.851 03 0.000
130936.930 01 0.816
130936.930 02 2.568
130936.930 03 0.000
130937.010 01 0.816
130937.010 02 2.140
130937.010 03 0.000
130937.090 01 0.816
130937.090 02 2.568
130937.090 03 -0.152
130937.171 01 0.816
130937.171 02 1.712
130937.171 03 0.000
130937.251 01 0.816
130937.251 02 1.712
130937.251 03 0.152
130937.331 01 0.816
130937.331 02 1.712
130937.331 03 -0.304
130937.411 01 0.816
130937.411 02 1.712
130937.411 03 0.456
130937.491 01 0.816
130937.491 02 2.996
130937.491 03 -0.304
130937.571 01 0.816
130937.572 02 2.568
130937.572 03 0.304
130937.652 01 0.816
130937.652 02 2.568
130937.652 03 -0.304
130937.732 01 0.816
130937.732 02 2.568
130937.732 03 0.000
130937.812 01 0.816
130937.812 02 2.568
130937.812 03 0.000
130937.892 01 0.816
130937.892 02 3.424
130937.893 03 0.000
130937.973 01 0.816
130937.973 02 2.140
130937.973 03 0.000
130938.054 01 0.816
130938.054 02 2.996
130938.054 03 0.000
130938.133 01 0.816
130938.133 02 2.140
130938.133 03 0.000
130938.213 01 0.816
130938.213 02 2.140
130938.213 03 0.000
130938.293 01 0.816
130938.293 02 2.140
130938.293 03 0.000
130938.373 01 0.816
130938.373 02 2.568
130938.373 03 0.000
130938.453 01 0.816
130938.453 02 2.568
130938.453 03 0.000
130938.533 01 0.816
130938.533 02 2.568
130938.534 03 0.000
130938.613 01 0.816
130938.613 02 1.712
130938.613 03 0.000
130938.693 01 0.816
130938.693 02 2.140
130938.693 03 -0.152
130938.775 01 0.816
130938.775 02 2.996
130938.775 03 0.000
130938.855 01 0.816
130938.855 02 2.996
130938.855 03 0.000
130938.935 01 0.816
130938.935 02 2.568
130938.935 03 0.000
130939.016 01 0.816
130939.016 02 3.424
130939.016 03 0.000
130939.096 01 0.816
130939.096 02 2.996
130939.096 03 0.000
130939.176 01 0.816
130939.176 02 2.568
130939.176 03 0.000
130939.256 01 0.816
130939.256 02 3.424
130939.256 03 0.000
130939.336 01 0.816
130939.336 02 2.140
130939.336 03 0.000
130939.416 01 0.816
130939.416 02 2.996
130939.416 03 0.000
130939.497 01 0.816
130939.497 02 3.852
130939.497 03 0.000
130939.577 01 0.816
130939.577 02 1.712
130939.577 03 0.152
130939.657 01 0.816
130939.657 02 2.568
130939.657 03 0.000
130939.737 01 0.816
130939.738 02 2.568
130939.738 03 0.000
130939.818 01 0.816
130939.818 02 2.568
130939.818 03 -0.152
130939.898 01 0.816
130939.898 02 2.996
130939.898 03 0.000
130939.979 01 0.816
130939.979 02 2.140
130939.979 03 0.152
130940.058 01 0.816
130940.058 02 3.424
130940.058 03 0.000
130940.137 01 0.816
130940.138 02 3.424
130940.138 03 0.000
130940.218 01 0.816
130940.218 02 2.568
130940.218 03 -0.152
130940.298 01 0.816
130940.298 02 3.852
130940.298 03 0.000
130940.379 01 0.816
130940.379 02 3.424
130940.379 03 0.000
130940.459 01 0.816
130940.459 02 2.996
130940.459 03 0.000
130940.539 01 0.816
130940.539 02 3.424
130940.539 03 -0.152
130940.620 01 0.816
130940.620 02 3.852
130940.620 03 0.000
130940.700 01 0.816
130940.700 02 3.424
130940.700 03 0.000
130940.779 01 0.816
130940.779 02 2.140
130940.780 03 0.000
130940.860 01 0.816
130940.860 02 3.424
130940.860 03 0.000
130940.940 01 0.816
130940.940 02 2.568
130940.940 03 0.000
130941.020 01 0.816
130941.020 02 2.568
130941.020 03 0.000
130941.101 01 0.816
130941.101 02 3.424
130941.101 03 -0.152
130941.181 01 0.816
130941.182 02 2.568
130941.182 03 0.000
130941.262 01 0.816
130941.262 02 3.424
130941.262 03 -0.304
130941.342 01 0.816
130941.342 02 2.996
130941.342 03 0.000
130941.423 01 0.816
130941.423 02 2.996
130941.423 03 0.000
130941.503 01 0.816
130941.503 02 3.424
130941.503 03 0.152
130941.583 01 0.816
130941.583 02 2.996
130941.583 03 0.000
130941.663 01 0.816
130941.663 02 3.424
130941.664 03 -0.152
130941.743 01 0.816
130941.744 02 3.424
130941.744 03 0.000
130941.824 01 0.816
130941.824 02 3.424
130941.824 03 -0.152
130941.904 01 0.816
130941.904 02 3.424
130941.904 03 0.000
130941.984 01 0.816
130941.984 02 2.996
130941.984 03 0.000
130942.064 01 0.816
130942.064 02 3.424
130942.064 03 0.000
130942.144 01 0.816
130942.145 02 3.852
130942.145 03 0.000
130942.225 01 0.816
130942.225 02 3.424
130942.225 03 0.152
130942.305 01 0.816
130942.305 02 2.568
130942.305 03 -0.152
130942.385 01 0.816
130942.385 02 2.996
130942.385 03 0.000
130942.466 01 0.816
130942.467 02 3.424
130942.467 03 0.000
130942.546 01 0.816
130942.546 02 3.424
130942.546 03 -0.152
130942.626 01 0.816
130942.626 02 2.568
130942.626 03 0.000
130942.707 01 0.816
130942.707 02 3.424
130942.707 03 -0.152
130942.787 01 0.816
130942.787 02 3.852
130942.787 03 -0.152
130942.867 01 0.816
130942.867 02 2.996
130942.868 03 0.152
130942.947 01 0.816
130942.947 02 3.424
130942.948 03 -0.152
130943.028 01 0.816
130943.028 02 4.280
130943.028 03 0.152
130943.108 01 0.816
130943.108 02 3.424
130943.108 03 -0.152
130943.188 01 0.816
130943.189 02 4.708
130943.189 03 0.000
130943.268 01 0.816
130943.268 02 4.280
130943.268 03 0.000
130943.349 01 0.816
130943.349 02 3.424
130943.349 03 -0.152
130943.429 01 0.816
130943.429 02 4.280
130943.429 03 0.000
130943.510 01 0.816
130943.510 02 4.280
130943.510 03 0.000
130943.590 01 0.816
130943.590 02 3.852
130943.590 03 0.000
130943.670 01 0.816
130943.670 02 3.424
130943.670 03 0.000
130943.750 01 0.816
130943.750 02 2.568
130943.750 03 -0.304
130943.830 01 0.816
130943.834 02 3.424
130943.834 03 0.152
130943.911 01 0.816
130943.911 02 3.852
130943.911 03 -0.152
130943.991 01 0.816
130943.991 02 3.424
130943.991 03 -0.152
130944.072 01 0.816
130944.072 02 2.996
130944.072 03 0.304
130944.152 01 0.816
130944.152 02 3.424
130944.152 03 -0.152
130944.232 01 0.816
130944.232 02 4.708
130944.232 03 0.304
130944.312 01 0.816
130944.312 02 2.996
130944.312 03 -0.304
130944.392 01 0.816
130944.393 02 3.424
130944.393 03 0.152
130944.473 01 0.816
130944.473 02 3.852
130944.473 03 0.000
130944.553 01 0.816
130944.553 02 4.280
130944.553 03 0.152
130944.633 01 0.816
130944.633 02 4.708
130944.633 03 0.000
130944.713 01 0.816
130944.714 02 2.568
130944.714 03 0.000
130944.794 01 0.816
130944.794 02 3.852
130944.794 03 0.152
130944.874 01 0.816
130944.874 02 3.424
130944.874 03 -0.152
130944.954 01 0.816
130944.954 02 3.424
130944.954 03 0.000
130945.034 01 0.816
130945.035 02 2.568
130945.035 03 0.000
130945.114 01 0.816
130945.114 02 3.424
130945.114 03 0.000
130945.194 01 0.816
130945.194 02 3.852
130945.194 03 -0.152
130945.274 01 0.816
130945.274 02 2.996
130945.274 03 0.000
130945.354 01 0.816
130945.354 02 3.424
130945.354 03 0.000
130945.435 01 0.816
130945.435 02 2.996
130945.435 03 0.000
130945.515 01 0.816
130945.515 02 2.996
130945.515 03 0.000
130945.595 01 0.816
130945.595 02 2.568
130945.595 03 0.152
130945.675 01 0.816
130945.675 02 3.424
130945.675 03 0.000
130945.755 01 0.816
130945.755 02 2.996
130945.755 03 0.000
130945.835 01 0.816
130945.835 02 3.852
130945.835 03 -0.152
130945.915 01 0.816
130945.915 02 3.852
130945.915 03 0.000
130945.995 01 0.816
130945.996 02 4.708
130945.996 03 0.000
130946.076 01 0.816
130946.076 02 2.568
130946.076 03 0.000
130946.156 01 0.816
130946.156 02 3.424
130946.156 03 0.000
130946.236 01 0.816
130946.236 02 2.996
130946.236 03 0.000
130946.316 01 0.816
130946.317 02 2.568
130946.317 03 0.000
130946.396 01 0.816
130946.396 02 2.996
130946.396 03 -0.152
130946.476 01 0.816
130946.476 02 2.568
130946.476 03 0.000
130946.556 01 0.816
130946.556 02 2.140
130946.556 03 0.000
130946.636 01 0.816
130946.636 02 2.996
130946.637 03 0.000
130946.717 01 0.816
130946.717 02 2.996
130946.717 03 0.000
130946.797 01 0.816
130946.797 02 3.424
130946.797 03 0.000
130946.877 01 0.816
130946.877 02 2.996
130946.877 03 -0.152
130946.958 01 0.816
130946.958 02 2.996
130946.958 03 0.000
130947.038 01 0.816
130947.038 02 2.996
130947.038 03 -0.152
130947.119 01 0.816
130947.119 02 2.568
130947.119 03 0.000
130947.198 01 0.816
130947.198 02 3.424
130947.198 03 0.000
130947.278 01 0.816
130947.278 02 2.996
130947.278 03 0.000
130947.358 01 0.816
130947.358 02 3.424
130947.359 03 0.000
130947.439 01 0.816
130947.439 02 2.996
130947.439 03 -0.304
130947.519 01 0.816
130947.519 02 3.852
130947.519 03 0.152
130947.599 01 0.816
130947.599 02 2.996
130947.599 03 -0.152
130947.679 01 0.816
130947.679 02 3.424
130947.680 03 0.000
130947.760 01 0.816
130947.760 02 3.424
130947.760 03 0.000
130947.840 01 0.816
130947.840 02 3.424
130947.840 03 0.000
130947.920 01 0.816
130947.920 02 2.996
130947.920 03 0.000
130948.001 01 0.816
130948.003 02 3.424
130948.003 03 0.000
130948.081 01 0.816
130948.081 02 2.568
130948.081 03 0.000
130948.161 01 0.816
130948.161 02 2.568
130948.162 03 -0.152
130948.240 01 0.816
130948.241 02 3.424
130948.241 03 0.000
130948.321 01 0.816
130948.321 02 3.424
130948.321 03 0.000
130948.401 01 0.816
130948.401 02 3.852
130948.401 03 0.000
130948.482 01 0.816
130948.482 02 3.424
130948.482 03 0.000
130948.562 01 0.816
130948.562 02 3.424
130948.562 03 0.000
130948.642 01 0.816
130948.642 02 2.996
130948.642 03 0.000
130948.722 01 0.816
130948.723 02 3.424
130948.723 03 0.000
130948.802 01 0.816
130948.802 02 2.140
130948.802 03 0.000
130948.882 01 0.816
130948.882 02 2.568
130948.882 03 -0.152
130948.962 01 0.816
130948.962 02 2.568
130948.962 03 0.000
130949.042 01 0.816
130949.042 02 2.140
130949.042 03 0.000
130949.122 01 0.816
130949.122 02 3.424
130949.122 03 0.000
130949.203 01 0.816
130949.203 02 4.280
130949.203 03 0.000
130949.283 01 0.816
130949.283 02 2.568
130949.283 03 0.000
130949.363 01 0.816
130949.363 02 3.424
130949.363 03 0.000
130949.443 01 0.816
130949.443 02 2.996
130949.443 03 -0.152
130949.524 01 0.816
130949.524 02 3.424
130949.524 03 0.152
130949.604 01 0.816
130949.604 02 4.280
130949.604 03 -0.152
130949.684 01 0.816
130949.684 02 2.568
130949.684 03 0.000
130949.764 01 0.816
130949.764 02 3.852
130949.764 03 0.000
130949.844 01 0.816
130949.845 02 2.140
130949.845 03 -0.152
130949.924 01 0.816
130949.924 02 4.708
130949.924 03 0.304
130950.004 01 0.816
130950.004 02 2.996
130950.004 03 -0.304
130950.084 01 0.816
130950.084 02 2.568
130950.084 03 0.456
130950.164 01 0.816
130950.164 02 4.280
130950.164 03 -0.456
130950.244 01 0.816
130950.244 02 2.996
130950.244 03 0.000
130950.324 01 0.816
130950.324 02 4.280
130950.324 03 0.000
130950.404 01 0.816
130950.404 02 2.996
130950.404 03 -0.152
130950.485 01 0.816
130950.485 02 5.564
130950.485 03 0.152
130950.565 01 0.816
130950.565 02 4.708
130950.566 03 -0.456
130950.646 01 0.816
130950.646 02 4.280
130950.646 03 0.000
130950.726 01 0.816
130950.726 02 3.852
130950.726 03 0.000
130950.806 01 0.816
130950.806 02 4.280
130950.806 03 -0.152
130950.886 01 0.816
130950.886 02 5.564
130950.886 03 0.152
130950.966 01 0.816
130950.966 02 6.420
130950.966 03 0.000
130951.047 01 0.816
130951.047 02 5.136
130951.047 03 0.000
130951.127 01 0.816
130951.127 02 5.564
130951.127 03 0.000
130951.207 01 0.816
130951.207 02 5.136
130951.207 03 0.000
130951.287 01 0.816
130951.287 02 5.992
130951.287 03 0.000
130951.367 01 0.816
130951.367 02 3.852
130951.367 03 -0.152
130951.447 01 0.816
130951.447 02 4.280
130951.447 03 0.152
130951.528 01 0.816
130951.528 02 4.280
130951.528 03 0.000
130951.608 01 0.816
130951.608 02 3.852
130951.608 03 0.000
130951.688 01 0.816
130951.688 02 3.852
130951.688 03 0.152
130951.768 01 0.816
130951.768 02 3.424
130951.768 03 -0.304
130951.847 01 0.816
130951.848 02 4.708
130951.848 03 0.152
130951.928 01 0.816
130951.928 02 3.424
130951.928 03 0.000
130952.008 01 0.816
130952.008 02 3.424
130952.008 03 -0.152
130952.088 01 0.816
130952.089 02 3.424
130952.089 03 0.000
130952.169 01 0.816
130952.169 02 3.852
130952.169 03 -0.152
130952.249 01 0.816
130952.249 02 4.708
130952.250 03 0.000
130952.329 01 0.816
130952.329 02 3.852
130952.329 03 -0.152
130952.409 01 0.816
130952.409 02 3.852
130952.410 03 -0.152
130952.489 01 0.816
130952.489 02 4.280
130952.489 03 0.000
130952.569 01 0.816
130952.569 02 2.568
130952.569 03 0.000
130952.649 01 0.816
130952.649 02 4.280
130952.649 03 0.000
130952.730 01 0.816
130952.730 02 2.996
130952.730 03 -0.152
130952.810 01 0.816
130952.810 02 5.136
130952.810 03 0.000
130952.891 01 0.816
130952.891 02 3.424
130952.891 03 -0.152
130952.971 01 0.816
130952.971 02 4.708
130952.971 03 -0.304
130953.051 01 0.816
130953.051 02 2.568
130953.051 03 -0.152
130953.131 01 0.816
130953.132 02 3.424
130953.132 03 0.000
130953.211 01 0.816
130953.212 02 4.708
130953.212 03 0.000
130953.292 01 0.816
130953.292 02 4.280
130953.292 03 0.000
130953.373 01 0.816
130953.373 02 4.708
130953.373 03 0.152
130953.452 01 0.816
130953.452 02 3.852
130953.452 03 -0.152
130953.532 01 0.816
130953.532 02 3.424
130953.532 03 -0.152
130953.612 01 0.816
130953.612 02 4.280
130953.612 03 0.000
130953.692 01 0.816
130953.693 02 3.852
130953.693 03 -0.152
130953.773 01 0.816
130953.773 02 4.708
130953.773 03 0.152
130953.853 01 0.816
130953.853 02 4.280
130953.853 03 -0.152
130953.933 01 0.816
130953.933 02 3.424
130953.933 03 0.152
130954.013 01 0.816
130954.013 02 4.708
130954.013 03 0.000
130954.094 01 0.816
130954.094 02 3.852
130954.094 03 0.000
130954.173 01 0.816
130954.173 02 5.564
130954.173 03 0.000
130954.253 01 0.816
130954.257 02 2.996
130954.257 03 0.000
130954.334 01 0.816
130954.334 02 3.424
130954.334 03 0.000
130954.414 01 0.816
130954.414 02 3.424
130954.414 03 0.000
130954.494 01 0.816
130954.494 02 3.852
130954.494 03 0.000
130954.574 01 0.816
130954.574 02 3.424
130954.574 03 0.000
130954.654 01 0.816
130954.654 02 3.424
130954.655 03 0.000
130954.735 01 0.816
130954.735 02 3.852
130954.735 03 0.000
130954.815 01 0.816
130954.815 02 3.852
130954.815 03 0.000
130954.895 01 0.816
130954.896 02 2.996
130954.896 03 -0.152
130954.976 01 0.816
130954.976 02 3.424
130954.976 03 0.000
130955.056 01 0.816
130955.056 02 3.424
130955.056 03 0.000
130955.136 01 0.816
130955.136 02 3.424
130955.136 03 -0.152
130955.216 01 0.816
130955.216 02 3.424
130955.216 03 0.000
130955.296 01 0.816
130955.296 02 3.852
130955.296 03 0.000
130955.377 01 0.816
130955.377 02 4.280
130955.377 03 0.000
130955.456 01 0.816
130955.456 02 4.280
130955.456 03 -0.152
130955.536 01 0.816
130955.536 02 3.852
130955.536 03 0.000
130955.616 01 0.816
130955.617 02 4.280
130955.617 03 -0.152
130955.697 01 0.816
130955.697 02 2.996
130955.697 03 0.000
130955.778 01 0.816
130955.778 02 2.996
130955.778 03 0.152
130955.858 01 0.816
130955.858 02 3.424
130955.858 03 -0.152
130955.938 01 0.816
130955.938 02 2.996
130955.938 03 0.000
130956.019 01 0.816
130956.019 02 2.140
130956.019 03 0.000
130956.099 01 0.816
130956.099 02 3.424
130956.099 03 0.000
130956.179 01 0.816
130956.179 02 2.568
130956.179 03 -0.152
130956.260 01 0.816
130956.260 02 3.424
130956.260 03 -0.152
130956.340 01 0.816
130956.340 02 3.424
130956.340 03 0.000
130956.420 01 0.816
130956.421 02 3.424
130956.421 03 -0.152
130956.500 01 0.816
130956.500 02 3.852
130956.501 03 -0.152
130956.581 01 0.816
130956.581 02 3.424
130956.581 03 0.000
130956.661 01 0.816
130956.661 02 3.424
130956.661 03 -0.152
130956.742 01 0.816
130956.742 02 2.996
130956.742 03 -0.152
130956.821 01 0.816
130956.821 02 3.852
130956.821 03 0.000
130956.902 01 0.816
130956.902 02 2.996
130956.902 03 -0.152
130956.980 01 0.816
130956.981 02 2.996
130956.981 03 -0.152
130957.061 01 0.816
130957.061 02 2.996
130957.061 03 0.152
130957.141 01 0.816
130957.141 02 2.568
130957.141 03 -0.304
130957.221 01 0.816
130957.221 02 3.424
130957.221 03 0.152
130957.301 01 0.816
130957.301 02 2.140
130957.301 03 -0.152
130957.380 01 0.816
130957.380 02 3.424
130957.380 03 0.152
130957.461 01 0.816
130957.461 02 2.568
130957.461 03 0.000
130957.541 01 0.816
130957.541 02 2.996
130957.541 03 -0.152
130957.622 01 0.816
130957.622 02 2.996
130957.622 03 -0.152
130957.701 01 0.816
130957.701 02 3.424
130957.701 03 -0.152
130957.781 01 0.816
130957.781 02 2.996
130957.781 03 0.152
130957.862 01 0.816
130957.862 02 4.280
130957.862 03 -0.152
130957.941 01 0.816
130957.941 02 3.424
130957.941 03 -0.152
130958.021 01 0.816
130958.021 02 4.280
130958.021 03 0.000
130958.101 01 0.816
130958.101 02 4.280
130958.101 03 0.000
130958.181 01 0.816
130958.181 02 3.852
130958.181 03 -0.152
130958.261 01 0.816
130958.261 02 3.424
130958.261 03 0.000
130958.340 01 0.816
130958.341 02 2.140
130958.341 03 -0.152
130958.421 01 0.816
130958.421 02 3.852
130958.421 03 0.304
130958.501 01 0.816
130958.501 02 2.568
130958.501 03 -0.456
130958.581 01 0.816
130958.582 02 2.996
130958.582 03 0.608
130958.662 01 0.816
130958.662 02 2.996
130958.662 03 -0.608
130958.743 01 0.816
130958.743 02 3.424
130958.743 03 0.152
130958.823 01 0.816
130958.823 02 4.708
130958.823 03 0.456
130958.903 01 0.816
130958.903 02 2.996
130958.903 03 -0.608
130958.983 01 0.816
130958.983 02 6.420
130958.983 03 0.304
130959.063 01 0.816
130959.063 02 4.708
130959.063 03 -0.304
130959.143 01 0.816
130959.143 02 4.708
130959.143 03 0.152
130959.222 01 0.816
130959.223 02 4.280
130959.223 03 0.000
130959.303 01 0.816
130959.303 02 4.708
130959.303 03 -0.152
130959.383 01 0.816
130959.383 02 4.708
130959.383 03 0.000
130959.463 01 0.816
130959.463 02 4.708
130959.463 03 -0.152
130959.544 01 0.816
130959.544 02 4.280
130959.544 03 0.000
130959.624 01 0.816
130959.624 02 3.852
130959.624 03 0.000
130959.704 01 0.816
130959.704 02 3.424
130959.704 03 0.000
130959.785 01 0.816
130959.785 02 2.996
130959.785 03 0.000
130959.865 01 0.816
130959.865 02 2.568
130959.865 03 0.000
130959.945 01 0.816
130959.945 02 2.996
130959.945 03 -0.152
131000.025 01 0.816
131000.025 02 2.568
131000.025 03 0.152
131000.105 01 0.816
131000.105 02 2.568
131000.105 03 0.000
131000.185 01 0.816
131000.185 02 2.996
131000.185 03 -0.304
131000.266 01 0.816
131000.266 02 2.568
131000.266 03 0.304
131000.346 01 0.816
131000.346 02 2.996
131000.346 03 -0.152
131000.426 01 0.816
131000.426 02 3.424
131000.426 03 -0.152
131000.507 01 0.816
131000.507 02 3.852
131000.507 03 0.152
131000.587 01 0.816
131000.587 02 3.424
131000.587 03 -0.152
131000.667 01 0.816
131000.667 02 2.996
131000.667 03 0.000
131000.747 01 0.816
131000.747 02 3.852
131000.747 03 0.152
131000.826 01 0.816
131000.826 02 3.424
131000.826 03 -0.304
131000.907 01 0.816
131000.907 02 3.424
131000.907 03 0.000
131000.987 01 0.816
131000.988 02 3.424
131000.988 03 0.000
131001.067 01 0.816
131001.067 02 2.996
131001.067 03 0.000
131001.148 01 0.816
131001.148 02 3.424
131001.148 03 0.152
131001.228 01 0.816
131001.228 02 2.140
131001.228 03 -0.152
131001.308 01 0.816
131001.309 02 2.996
131001.309 03 0.152
131001.389 01 0.816
131001.389 02 2.568
131001.389 03 -0.304
131001.469 01 0.816
131001.469 02 2.996
131001.470 03 0.152
131001.550 01 0.816
131001.550 02 2.568
131001.550 03 -0.152
131001.630 01 0.816
131001.630 02 2.568
131001.630 03 0.000
131001.710 01 0.816
131001.710 02 3.852
131001.711 03 0.152
131001.790 01 0.816
131001.790 02 3.852
131001.790 03 -0.304
131001.871 01 0.816
131001.871 02 3.852
131001.871 03 0.152
131001.951 01 0.816
131001.951 02 4.280
131001.951 03 0.000
131002.031 01 0.816
131002.031 02 3.424
131002.031 03 -0.456
131002.111 01 0.816
131002.111 02 4.708
131002.111 03 0.304
131002.191 01 0.816
131002.191 02 3.852
131002.191 03 -0.304
131002.271 01 0.816
131002.271 02 2.996
131002.271 03 0.000
131002.351 01 0.816
131002.351 02 4.280
131002.351 03 0.304
131002.432 01 0.816
131002.432 02 3.424
131002.432 03 -0.152
131002.512 01 0.816
131002.512 02 4.280
131002.512 03 0.000
131002.592 01 0.816
131002.592 02 4.708
131002.592 03 0.000
131002.672 01 0.816
131002.672 02 4.708
131002.672 03 0.000
131002.752 01 0.816
131002.753 02 3.852
131002.753 03 -0.152
131002.832 01 0.816
131002.832 02 4.280
131002.832 03 -0.152
131002.912 01 0.816
131002.912 02 4.708
131002.912 03 0.000
131002.992 01 0.816
131002.992 02 5.136
131002.992 03 -0.152
131003.072 01 0.816
131003.072 02 5.564
131003.072 03 0.304
131003.153 01 0.816
131003.153 02 5.992
131003.153 03 -0.608
131003.233 01 0.816
131003.233 02 5.992
131003.233 03 0.304
131003.313 01 0.816
131003.313 02 5.136
131003.313 03 -0.152
131003.393 01 0.816
131003.393 02 5.992
131003.393 03 0.000
131003.473 01 0.816
131003.474 02 5.564
131003.474 03 -0.152
131003.554 01 0.816
131003.554 02 5.564
131003.554 03 -0.152
131003.634 01 0.816
131003.634 02 5.136
131003.634 03 0.152
131003.714 01 0.816
131003.714 02 5.136
131003.714 03 -0.152
131003.794 01 0.816
131003.794 02 4.708
131003.794 03 0.152
131003.874 01 0.816
131003.874 02 4.708
131003.874 03 0.000
131003.954 01 0.816
131003.954 02 4.280
131003.955 03 -0.304
131004.035 01 0.816
131004.035 02 4.280
131004.035 03 0.152
131004.115 01 0.816
131004.115 02 4.280
131004.115 03 -0.304
131004.195 01 0.816
131004.195 02 5.136
131004.195 03 0.152
131004.275 01 0.816
131004.276 02 4.280
131004.276 03 -0.304
131004.356 01 0.816
131004.356 02 4.280
131004.356 03 0.000
131004.436 01 0.816
131004.436 02 4.280
131004.436 03 0.000
131004.516 01 0.816
131004.516 02 3.852
131004.516 03 0.000
131004.597 01 0.816
131004.597 02 4.280
131004.597 03 -0.152
131004.677 01 0.816
131004.677 02 4.280
131004.677 03 0.000
131004.757 01 0.816
131004.757 02 4.708
131004.757 03 0.000
131004.837 01 0.816
131004.837 02 3.852
131004.837 03 0.000
131004.917 01 0.816
131004.917 02 3.852
131004.917 03 0.000
131004.998 01 0.816
131004.998 02 4.708
131004.998 03 0.000
131005.079 01 0.816
131005.079 02 3.424
131005.079 03 -0.152
131005.159 01 0.816
131005.159 02 3.852
131005.159 03 0.304
131005.239 01 0.816
131005.239 02 2.568
131005.239 03 -0.608
131005.319 01 0.816
131005.319 02 3.852
131005.319 03 -0.152
131005.399 01 0.816
131005.399 02 3.852
131005.400 03 0.152
131005.479 01 0.816
131005.480 02 2.996
131005.480 03 -0.304
131005.560 01 0.816
131005.560 02 3.852
131005.560 03 0.152
131005.640 01 0.816
131005.640 02 3.852
131005.640 03 0.000
131005.721 01 0.816
131005.721 02 3.852
131005.721 03 -0.152
131005.801 01 0.816
131005.801 02 3.424
131005.801 03 0.000
131005.881 01 0.816
131005.881 02 3.852
131005.881 03 0.000
131005.961 01 0.816
131005.962 02 3.424
131005.962 03 0.000
131006.042 01 0.816
131006.042 02 3.852
131006.042 03 0.000
131006.122 01 0.816
131006.122 02 3.424
131006.122 03 0.152
131006.202 01 0.816
131006.202 02 2.996
131006.202 03 -0.152
131006.282 01 0.816
131006.282 02 3.424
131006.282 03 -0.304
131006.363 01 0.816
131006.363 02 2.996
131006.363 03 0.456
131006.443 01 0.816
131006.443 02 2.568
131006.443 03 -0.456
131006.523 01 0.816
131006.523 02 2.996
131006.523 03 0.000
131006.603 01 0.816
131006.603 02 2.568
131006.603 03 0.000
131006.683 01 0.816
131006.684 02 2.568
131006.684 03 -0.304
131006.763 01 0.816
131006.764 02 2.568
131006.764 03 0.152
131006.844 01 0.816
131006.844 02 2.568
131006.844 03 0.000
131006.924 01 0.816
131006.924 02 2.140
131006.924 03 0.000
131007.004 01 0.816
131007.005 02 2.996
131007.005 03 -0.304
131007.085 01 0.816
131007.085 02 3.852
131007.085 03 0.000
131007.165 01 0.816
131007.165 02 2.996
131007.165 03 0.000
131007.245 01 0.816
131007.245 02 3.424
131007.245 03 -0.304
131007.326 01 0.816
131007.326 02 4.280
131007.326 03 0.152
131007.406 01 0.816
131007.406 02 3.852
131007.406 03 -0.152
131007.486 01 0.816
131007.486 02 3.424
131007.487 03 -0.152
131007.567 01 0.816
131007.567 02 3.852
131007.567 03 0.152
131007.647 01 0.816
131007.647 02 3.424
131007.647 03 -0.304
131007.727 01 0.816
131007.727 02 3.852
131007.727 03 0.000
131007.807 01 0.816
131007.807 02 3.424
131007.808 03 0.000
131007.887 01 0.816
131007.887 02 3.424
131007.887 03 0.000
131007.967 01 0.816
131007.967 02 2.568
131007.967 03 -0.152
131008.047 01 0.816
131008.047 02 3.424
131008.047 03 0.152
131008.127 01 0.816
131008.127 02 2.996
131008.127 03 0.000
131008.207 01 0.816
131008.207 02 3.424
131008.207 03 -0.304
131008.287 01 0.816
131008.287 02 2.996
131008.287 03 0.304
131008.367 01 0.816
131008.367 02 2.996
131008.367 03 -0.304
131008.447 01 0.816
131008.447 02 3.424
131008.447 03 0.000
131008.527 01 0.816
131008.527 02 2.996
131008.527 03 -0.152
131008.607 01 0.816
131008.607 02 2.996
131008.607 03 -0.152
131008.687 01 0.816
131008.687 02 3.424
131008.687 03 0.000
131008.767 01 0.816
131008.767 02 3.424
131008.767 03 0.000
131008.847 01 0.816
131008.847 02 3.852
131008.847 03 0.000
131008.928 01 0.816
131008.928 02 2.568
131008.928 03 0.152
131009.008 01 0.816
131009.008 02 3.424
131009.008 03 0.000
131009.088 01 0.816
131009.088 02 2.996
131009.088 03 0.304
131009.168 01 0.816
131009.168 02 2.568
131009.169 03 -0.304
131009.249 01 0.816
131009.250 02 3.852
