Config file checksum: 97479A50
01 extDist
02 extPres
03 tilt
04 rotaDirDrill
05 feedExtCurr
06 adpeStatus
07 adpeTask
HHMMSS.MS  ID VALUE
082947.244 01 1.092
082947.244 02 2.140
082947.244 03 2.432
082947.324 01 1.089
082947.324 02 1.712
082947.324 03 2.584
082947.404 01 1.089
082947.404 02 1.712
082947.404 03 2.584
082947.484 01 1.089
082947.484 02 1.712
082947.484 03 2.584
082947.564 01 1.092
082947.564 02 1.712
082947.564 03 2.584
082947.644 01 1.092
082947.644 02 1.712
082947.645 03 2.584
082947.725 01 1.092
082947.725 02 1.712
082947.725 03 2.584
082947.805 01 1.092
082947.805 02 1.712
082947.805 03 2.584
082947.885 01 1.089
082947.885 02 1.284
082947.886 03 2.584
082947.965 01 1.092
082947.965 02 1.712
082947.965 03 2.584
082948.045 01 1.092
082948.045 02 1.712
082948.046 03 2.584
082948.125 01 1.089
082948.126 02 1.712
082948.126 03 2.584
082948.206 01 1.092
082948.206 02 0.856
082948.206 03 2.584
082948.286 01 1.092
082948.286 02 1.712
082948.286 03 2.584
082948.367 01 1.092
082948.367 02 1.284
082948.367 03 2.584
082948.447 01 1.089
082948.447 02 1.712
082948.447 03 2.584
082948.527 01 1.089
082948.528 02 1.712
082948.528 03 2.584
082948.608 01 1.089
082948.608 02 1.712
082948.608 03 2.584
082948.688 01 1.089
082948.688 02 1.712
082948.688 03 2.584
082948.768 01 1.089
082948.769 02 2.140
082948.769 03 2.584
082948.848 01 1.089
082948.848 02 2.140
082948.848 03 2.584
082948.927 01 1.089
082948.927 02 1.284
082948.927 03 2.584
082949.009 01 1.092
082949.009 02 2.140
082949.009 03 2.584
082949.089 01 1.089
082949.089 02 2.140
082949.089 03 2.584
082949.169 01 1.089
082949.169 02 1.712
082949.169 03 2.584
082949.250 01 1.089
082949.250 02 1.712
082949.250 03 2.584
082949.330 01 1.089
082949.330 02 1.284
082949.330 03 2.584
082949.411 01 1.089
082949.411 02 2.140
082949.411 03 2.584
082949.491 01 1.089
082949.491 02 1.712
082949.491 03 2.584
082949.571 01 1.089
082949.571 02 1.712
082949.571 03 2.584
082949.651 01 1.092
082949.651 02 2.140
082949.652 03 2.584
082949.732 01 1.089
082949.732 02 2.140
082949.732 03 2.584
082949.812 01 1.089
082949.812 02 1.284
082949.812 03 2.584
082949.893 01 1.092
082949.893 02 1.712
082949.893 03 2.584
082949.973 01 1.089
082949.973 02 1.712
082949.973 03 2.584
082950.053 01 1.089
082950.053 02 1.712
082950.053 03 2.584
082950.133 01 1.089
082950.134 02 1.712
082950.134 03 2.584
082950.213 01 1.092
082950.213 02 1.712
082950.213 03 2.432
082950.294 01 1.089
082950.294 02 1.712
082950.294 03 2.584
082950.374 01 1.092
082950.375 02 1.712
082950.375 03 2.584
082950.455 01 1.089
082950.455 02 1.712
082950.455 03 2.584
082950.535 01 1.089
082950.535 02 1.712
082950.535 03 2.584
082950.616 01 1.089
082950.616 02 1.712
082950.616 03 2.584
082950.695 01 1.089
082950.695 02 1.712
082950.695 03 2.584
082950.776 01 1.089
082950.776 02 1.284
082950.776 03 2.584
082950.855 01 1.092
082950.855 02 2.140
082950.855 03 2.584
082950.935 01 1.092
082950.935 02 1.712
082950.935 03 2.584
082951.015 01 1.089
082951.015 02 1.712
082951.016 03 2.584
082951.096 01 1.089
082951.096 02 1.712
082951.096 03 2.584
082951.176 01 1.089
082951.176 02 1.712
082951.176 03 2.584
082951.256 01 1.092
082951.256 02 1.712
082951.257 03 2.584
082951.337 01 1.092
082951.337 02 1.712
082951.337 03 2.584
082951.417 01 1.089
082951.417 02 1.712
082951.417 03 2.584
082951.497 01 1.089
082951.497 02 1.712
082951.497 03 2.584
082951.577 01 1.092
082951.577 02 1.284
082951.577 03 2.584
082951.657 01 1.089
082951.658 02 1.712
082951.658 03 2.584
082951.738 01 1.089
082951.738 02 1.712
082951.738 03 2.584
082951.818 01 1.092
082951.818 02 2.140
082951.818 03 2.584
082951.899 01 1.089
082951.899 02 1.712
082951.899 03 2.584
082951.979 01 1.089
082951.979 02 1.712
082951.979 03 2.584
082952.059 01 1.089
082952.059 02 1.712
082952.059 03 2.584
082952.140 01 1.092
082952.140 02 1.712
082952.140 03 2.584
082952.220 01 1.089
082952.220 02 1.712
082952.220 03 2.584
082952.301 01 1.089
082952.301 02 1.284
082952.301 03 2.584
082952.381 01 1.089
082952.381 02 1.284
082952.381 03 2.584
082952.461 01 1.089
082952.461 02 1.712
082952.461 03 2.584
082952.541 01 1.089
082952.541 02 2.140
082952.542 03 2.584
082952.621 01 1.092
082952.621 02 1.284
082952.621 03 2.584
082952.702 01 1.089
082952.702 02 1.712
082952.702 03 2.584
082952.782 01 1.089
082952.782 02 1.712
082952.782 03 2.584
082952.862 01 1.092
082952.862 02 1.284
082952.862 03 2.584
082952.943 01 1.092
082952.943 02 1.284
082952.943 03 2.584
082953.023 01 1.089
082953.023 02 2.140
082953.023 03 2.584
082953.104 01 1.089
082953.104 02 2.140
082953.104 03 2.432
082953.184 01 1.089
082953.184 02 2.140
082953.184 03 2.584
082953.264 01 1.089
082953.264 02 1.712
082953.264 03 2.584
082953.344 01 1.089
082953.344 02 1.284
082953.344 03 2.584
082953.425 01 1.089
082953.425 02 1.712
082953.425 03 2.584
082953.505 01 1.089
082953.505 02 1.712
082953.505 03 2.432
082953.585 01 1.089
082953.586 02 2.140
082953.586 03 1.976
082953.667 01 1.089
082953.667 02 1.712
082953.667 03 1.216
082953.747 01 1.089
082953.747 02 2.140
082953.748 03 0.760
082953.827 01 1.092
082953.827 02 1.712
082953.827 03 1.216
082953.908 01 1.089
082953.908 02 2.140
082953.908 03 1.672
082953.988 01 1.092
082953.988 02 2.140
082953.988 03 2.280
082954.068 01 1.089
082954.068 02 1.712
082954.068 03 2.736
082954.148 01 1.089
082954.148 02 1.712
082954.148 03 5.928
082954.229 01 1.089
082954.229 02 1.712
082954.229 03 3.496
082954.309 01 1.089
082954.309 02 1.712
082954.309 03 3.648
082954.389 01 1.089
082954.389 02 1.712
082954.389 03 2.888
082954.469 01 1.089
082954.470 02 2.140
082954.470 03 1.976
082954.550 01 1.089
082954.550 02 1.712
082954.550 03 2.584
082954.630 01 1.092
082954.630 02 2.568
082954.630 03 2.736
082954.711 01 1.092
082954.711 02 1.712
082954.711 03 2.584
082954.790 01 1.092
082954.790 02 1.712
082954.791 03 2.280
082954.871 01 1.089
082954.871 02 2.140
082954.871 03 2.432
082954.952 01 1.092
082954.952 02 1.712
082954.952 03 2.432
082955.032 01 1.089
082955.032 02 1.712
082955.032 03 2.432
082955.112 01 1.089
082955.112 02 2.140
082955.112 03 2.432
082955.192 01 1.089
082955.192 02 2.140
082955.192 03 2.432
082955.273 01 1.092
082955.273 02 1.712
082955.273 03 2.432
082955.353 01 1.089
082955.353 02 1.712
082955.353 03 2.584
082955.433 01 1.089
082955.433 02 1.712
082955.433 03 2.584
082955.514 01 1.092
082955.514 02 2.140
082955.514 03 2.432
082955.595 01 1.092
082955.595 02 2.140
082955.595 03 2.584
082955.674 01 1.089
082955.674 02 2.140
082955.674 03 2.584
082955.753 01 1.092
082955.753 02 2.140
082955.753 03 2.584
082955.835 01 1.092
082955.835 02 2.140
082955.835 03 2.432
082955.915 01 1.089
082955.915 02 2.140
082955.915 03 2.432
082955.995 01 1.089
082955.995 02 2.140
082955.995 03 2.432
082956.076 01 1.089
082956.076 02 1.712
082956.076 03 2.432
082956.154 01 1.089
082956.155 02 2.140
082956.155 03 2.432
082956.235 01 1.089
082956.235 02 1.712
082956.235 03 2.432
082956.315 01 1.089
082956.315 02 2.568
082956.315 03 2.432
082956.396 01 1.092
082956.396 02 2.568
082956.396 03 2.584
082956.476 01 1.089
082956.476 02 1.712
082956.476 03 2.584
082956.556 01 1.089
082956.556 02 1.712
082956.557 03 2.584
082956.635 01 1.089
082956.635 02 2.140
082956.635 03 2.432
082956.716 01 1.089
082956.716 02 2.140
082956.716 03 2.584
082956.796 01 1.089
082956.796 02 2.140
082956.796 03 2.432
082956.877 01 1.092
082956.877 02 1.712
082956.877 03 2.432
082956.956 01 1.089
082956.956 02 2.140
082956.956 03 2.432
082957.036 01 1.089
082957.036 02 1.712
082957.036 03 2.432
082957.117 01 1.089
082957.117 02 1.712
082957.117 03 2.432
082957.197 01 1.089
082957.197 02 2.140
082957.197 03 2.432
082957.278 01 1.092
082957.278 02 2.140
082957.278 03 2.432
082957.358 01 1.092
082957.358 02 2.140
082957.358 03 2.584
082957.438 01 1.089
082957.438 02 2.140
082957.438 03 2.584
082957.518 01 1.092
082957.519 02 2.140
082957.519 03 2.584
082957.598 01 1.089
082957.598 02 1.712
082957.598 03 2.584
082957.678 01 1.092
082957.678 02 1.712
082957.678 03 2.584
082957.759 01 1.092
082957.759 02 1.712
082957.759 03 2.584
082957.838 01 1.089
082957.838 02 2.140
082957.838 03 2.432
082957.918 01 1.089
082957.918 02 1.712
082957.919 03 2.432
082957.999 01 1.092
082957.999 02 1.712
082957.999 03 2.432
082958.079 01 1.089
082958.079 02 1.712
082958.079 03 2.432
082958.159 01 1.089
082958.159 02 1.712
082958.159 03 2.432
082958.240 01 1.089
082958.240 02 2.568
082958.240 03 2.432
082958.320 01 1.089
082958.320 02 2.140
082958.320 03 2.584
082958.400 01 1.089
082958.400 02 2.140
082958.400 03 2.584
082958.480 01 1.089
082958.481 02 2.140
082958.481 03 2.584
082958.561 01 1.089
082958.561 02 2.140
082958.561 03 2.432
082958.641 01 1.092
082958.641 02 1.712
082958.641 03 2.432
082958.721 01 1.089
082958.721 02 1.712
082958.722 03 2.432
082958.802 01 1.092
082958.802 02 1.712
082958.802 03 2.432
082958.881 01 1.089
082958.881 02 2.140
082958.882 03 2.432
082958.962 01 1.089
082958.962 02 2.140
082958.962 03 2.432
082959.042 01 1.092
082959.042 02 2.140
082959.042 03 2.432
082959.121 01 1.092
082959.121 02 2.140
082959.121 03 2.432
082959.201 01 1.089
082959.201 02 2.140
082959.202 03 2.432
082959.282 01 1.089
082959.282 02 1.712
082959.282 03 2.432
082959.362 01 1.092
082959.362 02 2.140
082959.363 03 2.432
082959.442 01 1.092
082959.442 02 1.712
082959.442 03 2.432
082959.522 01 1.089
082959.522 02 1.712
082959.522 03 2.432
082959.602 01 1.089
082959.603 02 1.712
082959.603 03 2.432
082959.683 01 1.089
082959.683 02 2.568
082959.683 03 2.584
082959.763 01 1.089
082959.763 02 1.712
082959.763 03 2.584
082959.844 01 1.089
082959.844 02 2.140
082959.844 03 2.584
082959.924 01 1.089
082959.924 02 1.712
082959.924 03 2.584
083000.004 01 1.089
083000.004 02 1.284
083000.004 03 2.584
083000.085 01 1.092
083000.085 02 2.140
083000.085 03 2.432
083000.165 01 1.089
083000.165 02 1.712
083000.165 03 2.432
083000.245 01 1.089
083000.245 02 2.140
083000.246 03 2.128
083000.326 01 1.089
083000.326 02 2.140
083000.326 03 1.672
083000.406 01 1.092
083000.406 02 2.568
083000.406 03 0.152
083000.486 01 1.089
083000.486 02 2.140
083000.486 03 0.152
083000.567 01 1.089
083000.567 02 2.140
083000.567 03 0.000
083000.647 01 1.089
083000.647 02 2.140
083000.647 03 1.216
083000.727 01 1.092
083000.727 02 1.712
083000.727 03 2.736
083000.808 01 1.089
083000.808 02 2.568
083000.808 03 3.192
083000.888 01 1.089
083000.888 02 2.568
083000.888 03 4.408
083000.968 01 1.092
083000.968 02 2.140
083000.968 03 3.192
083001.049 01 1.089
083001.049 02 1.712
083001.049 03 2.736
083001.129 01 1.089
083001.129 02 2.140
083001.129 03 2.280
083001.208 01 1.089
083001.208 02 2.140
083001.208 03 1.520
083001.288 01 1.089
083001.288 02 2.568
083001.288 03 1.976
083001.369 01 1.092
083001.369 02 1.712
083001.369 03 2.432
083001.449 01 1.089
083001.449 02 2.568
083001.449 03 2.280
083001.529 01 1.089
083001.529 02 2.568
083001.529 03 2.128
083001.609 01 1.089
083001.609 02 2.140
083001.609 03 2.736
083001.690 01 1.089
083001.690 02 2.568
083001.690 03 2.888
083001.769 01 1.089
083001.769 02 2.140
083001.769 03 1.672
083001.849 01 1.089
083001.849 02 2.140
083001.849 03 0.912
083001.929 01 1.089
083001.930 02 2.140
083001.930 03 0.608
083002.010 01 1.089
083002.010 02 2.996
083002.010 03 1.064
083002.090 01 1.089
083002.090 02 2.568
083002.090 03 1.976
083002.170 01 1.089
083002.170 02 2.140
083002.170 03 1.824
083002.251 01 1.089
083002.251 02 2.568
083002.251 03 2.128
083002.330 01 1.089
083002.330 02 2.140
083002.330 03 1.824
083002.410 01 1.092
083002.410 02 2.996
083002.410 03 2.128
083002.490 01 1.089
083002.491 02 2.996
083002.491 03 2.280
083002.571 01 1.089
083002.571 02 2.140
083002.571 03 2.584
083002.651 01 1.089
083002.651 02 2.568
083002.651 03 2.584
083002.731 01 1.089
083002.731 02 2.568
083002.731 03 2.128
083002.811 01 1.092
083002.811 02 2.568
083002.811 03 1.824
083002.891 01 1.089
083002.891 02 2.568
083002.891 03 1.216
083002.972 01 1.092
083002.972 02 2.568
083002.972 03 1.824
083003.052 01 1.089
083003.052 02 2.568
083003.052 03 1.368
083003.133 01 1.089
083003.133 02 2.568
083003.133 03 1.368
083003.213 01 1.089
083003.217 02 2.140
083003.217 03 3.192
083003.293 01 1.089
083003.293 02 2.568
083003.293 03 2.280
083003.374 01 1.089
083003.374 02 2.568
083003.374 03 1.368
083003.453 01 1.092
083003.453 02 2.568
083003.453 03 0.760
083003.533 01 1.089
083003.533 02 2.568
083003.533 03 0.456
083003.613 01 1.089
083003.613 02 2.568
083003.613 03 1.064
083003.694 01 1.089
083003.694 02 2.568
083003.694 03 2.432
083003.773 01 1.089
083003.774 02 2.996
083003.774 03 2.736
083003.854 01 1.092
083003.854 02 2.996
083003.854 03 2.584
083003.934 01 1.089
083003.934 02 2.568
083003.934 03 1.976
083004.014 01 1.089
083004.015 02 2.568
083004.015 03 1.520
083004.095 01 1.089
083004.095 02 2.996
083004.095 03 2.128
083004.175 01 1.089
083004.175 02 3.424
083004.175 03 2.432
083004.255 01 1.089
083004.256 02 2.996
083004.256 03 2.280
083004.336 01 1.089
083004.336 02 2.568
083004.336 03 2.280
083004.416 01 1.089
083004.416 02 2.568
083004.417 03 2.280
083004.496 01 1.089
083004.496 02 2.996
083004.496 03 2.888
083004.577 01 1.092
083004.577 02 2.568
083004.577 03 3.952
083004.657 01 1.089
083004.657 02 2.568
083004.657 03 3.344
083004.738 01 1.089
083004.738 02 2.140
083004.738 03 2.584
083004.817 01 1.089
083004.817 02 2.996
083004.817 03 2.736
083004.897 01 1.089
083004.897 02 2.996
083004.897 03 1.216
083004.978 01 1.089
083004.981 02 2.996
083004.981 03 1.976
083005.057 01 1.089
083005.057 02 2.568
083005.057 03 1.976
083005.137 01 1.089
083005.138 02 2.996
083005.138 03 3.648
083005.217 01 1.089
083005.217 02 1.712
083005.218 03 1.368
083005.298 01 1.089
083005.298 02 2.568
083005.298 03 3.344
083005.378 01 1.089
083005.378 02 2.140
083005.378 03 -0.456
083005.458 01 1.092
083005.459 02 2.568
083005.459 03 -0.456
083005.539 01 1.089
083005.539 02 2.568
083005.539 03 0.456
083005.619 01 1.089
083005.619 02 2.568
083005.619 03 1.520
083005.699 01 1.089
083005.699 02 2.996
083005.699 03 2.888
083005.779 01 1.089
083005.779 02 2.568
083005.779 03 1.216
083005.859 01 1.092
083005.860 02 2.996
083005.860 03 0.000
083005.940 01 1.089
083005.940 02 2.568
083005.941 03 1.216
083006.020 01 1.089
083006.020 02 2.996
083006.020 03 1.520
083006.101 01 1.089
083006.101 02 2.996
083006.101 03 2.888
083006.181 01 1.092
083006.181 02 3.424
083006.181 03 2.888
083006.260 01 1.089
083006.260 02 2.996
083006.260 03 2.432
083006.340 01 1.089
083006.340 02 3.424
083006.340 03 1.824
083006.421 01 1.089
083006.421 02 3.424
083006.421 03 2.280
083006.500 01 1.092
083006.505 02 2.996
083006.505 03 2.584
083006.580 01 1.092
083006.580 02 2.996
083006.581 03 2.432
083006.660 01 1.089
083006.660 02 2.996
083006.660 03 2.432
083006.741 01 1.089
083006.741 02 3.424
083006.741 03 1.672
083006.821 01 1.089
083006.821 02 2.996
083006.821 03 0.608
083006.901 01 1.089
083006.901 02 2.996
083006.901 03 0.456
083006.981 01 1.089
083006.981 02 3.424
083006.981 03 0.000
083007.062 01 1.089
083007.062 02 2.996
083007.062 03 0.304
083007.142 01 1.089
083007.142 02 3.424
083007.142 03 0.608
083007.222 01 1.089
083007.223 02 2.996
083007.223 03 1.216
083007.303 01 1.089
083007.303 02 3.424
083007.303 03 1.368
083007.383 01 1.089
083007.383 02 3.424
083007.383 03 1.368
083007.464 01 1.092
083007.464 02 3.424
083007.464 03 1.520
083007.543 01 1.089
083007.543 02 2.996
083007.543 03 2.128
083007.623 01 1.089
083007.623 02 2.996
083007.623 03 2.128
083007.704 01 1.089
083007.704 02 2.996
083007.704 03 1.824
083007.784 01 1.092
083007.784 02 3.852
083007.784 03 1.064
083007.865 01 1.089
083007.865 02 2.568
083007.865 03 0.912
083007.945 01 1.089
083007.946 02 3.424
083007.946 03 0.760
083008.025 01 1.089
083008.025 02 2.568
083008.025 03 1.216
083008.105 01 1.089
083008.105 02 3.424
083008.106 03 1.368
083008.185 01 1.092
083008.186 02 2.996
083008.186 03 0.912
083008.266 01 1.089
083008.266 02 2.996
083008.266 03 0.760
083008.346 01 1.089
083008.346 02 3.424
083008.346 03 1.368
083008.426 01 1.089
083008.426 02 3.424
083008.426 03 1.824
083008.507 01 1.089
083008.507 02 3.424
083008.507 03 1.520
083008.587 01 1.089
083008.587 02 3.424
083008.587 03 1.064
083008.666 01 1.089
083008.666 02 3.424
083008.666 03 0.760
083008.748 01 1.089
083008.748 02 3.424
083008.748 03 0.760
083008.828 01 1.089
083008.828 02 3.424
083008.828 03 1.216
083008.908 01 1.089
083008.908 02 3.424
083008.908 03 1.824
083008.989 01 1.092
083008.989 02 3.852
083008.989 03 1.672
083009.069 01 1.089
083009.069 02 2.996
083009.069 03 1.216
083009.149 01 1.089
083009.149 02 3.424
083009.150 03 1.216
083009.229 01 1.089
083009.230 02 3.424
083009.230 03 1.216
083009.310 01 1.092
083009.310 02 3.852
083009.310 03 1.216
083009.390 01 1.089
083009.390 02 3.424
083009.390 03 1.368
083009.470 01 1.089
083009.471 02 3.852
083009.471 03 0.912
083009.550 01 1.089
083009.550 02 3.852
083009.550 03 0.608
083009.631 01 1.089
083009.631 02 3.852
083009.631 03 0.912
083009.711 01 1.092
083009.711 02 3.424
083009.711 03 1.216
083009.791 01 1.092
083009.791 02 3.424
083009.792 03 1.064
083009.872 01 1.089
083009.872 02 3.852
083009.872 03 0.760
083009.952 01 1.089
083009.952 02 3.424
083009.952 03 0.912
083010.033 01 1.092
083010.033 02 3.852
083010.033 03 1.064
083010.113 01 1.092
083010.113 02 3.852
083010.113 03 1.064
083010.193 01 1.089
083010.193 02 3.852
083010.193 03 0.912
083010.273 01 1.092
083010.273 02 3.852
083010.273 03 1.064
083010.353 01 1.089
083010.353 02 3.852
083010.353 03 1.216
083010.434 01 1.089
083010.434 02 3.852
083010.434 03 1.672
083010.513 01 1.089
083010.513 02 3.424
083010.513 03 1.672
083010.593 01 1.092
083010.593 02 3.424
083010.594 03 1.672
083010.673 01 1.089
083010.674 02 3.852
083010.674 03 1.368
083010.753 01 1.089
083010.753 02 3.852
083010.754 03 1.216
083010.834 01 1.089
083010.834 02 3.424
083010.834 03 1.368
083010.915 01 1.089
083010.915 02 3.424
083010.915 03 1.216
083010.995 01 1.089
083010.995 02 3.852
083010.995 03 1.064
083011.074 01 1.089
083011.074 02 3.852
083011.074 03 1.064
083011.154 01 1.089
083011.154 02 3.424
083011.154 03 -0.456
083011.235 01 1.089
083011.235 02 3.424
083011.235 03 -0.608
083011.315 01 1.092
083011.315 02 3.852
083011.315 03 0.000
083011.393 01 1.089
083011.393 02 3.424
083011.393 03 1.520
083011.475 01 1.089
083011.475 02 3.424
083011.475 03 2.128
083011.555 01 1.089
083011.555 02 3.424
083011.555 03 2.128
083011.636 01 1.089
083011.636 02 3.852
083011.636 03 1.368
083011.716 01 1.089
083011.716 02 3.424
083011.716 03 1.216
083011.796 01 1.089
083011.797 02 3.852
083011.797 03 1.520
083011.877 01 1.089
083011.877 02 3.424
083011.877 03 2.736
083011.957 01 1.089
083011.957 02 3.424
083011.958 03 3.648
083012.037 01 1.092
083012.037 02 3.424
083012.037 03 3.344
083012.117 01 1.092
083012.117 02 3.424
083012.117 03 2.432
083012.198 01 1.092
083012.198 02 3.424
083012.198 03 1.368
083012.278 01 1.089
083012.278 02 3.424
083012.278 03 0.760
083012.358 01 1.089
083012.358 02 3.424
083012.358 03 1.064
083012.439 01 1.089
083012.439 02 3.424
083012.439 03 -0.912
083012.518 01 1.089
083012.518 02 2.996
083012.518 03 -2.128
083012.598 01 1.092
083012.598 02 3.424
083012.598 03 -2.128
083012.678 01 1.089
083012.678 02 3.424
083012.679 03 -2.128
083012.758 01 1.089
083012.758 02 2.568
083012.758 03 -1.216
083012.838 01 1.089
083012.838 02 2.996
083012.838 03 -0.152
083012.919 01 1.089
083012.919 02 3.424
083012.919 03 1.216
083012.998 01 1.089
083012.998 02 3.852
083012.998 03 1.368
083013.078 01 1.089
083013.078 02 2.996
083013.078 03 1.064
083013.159 01 1.092
083013.159 02 3.424
083013.159 03 1.368
083013.239 01 1.089
083013.239 02 3.424
083013.239 03 1.064
083013.319 01 1.089
083013.319 02 3.424
083013.319 03 0.760
083013.399 01 1.092
083013.400 02 4.280
083013.400 03 2.584
083013.480 01 1.089
083013.480 02 3.424
083013.480 03 3.800
083013.560 01 1.092
083013.560 02 2.996
083013.560 03 3.800
083013.641 01 1.089
083013.641 02 3.852
083013.641 03 3.344
083013.721 01 1.089
083013.725 02 2.996
083013.725 03 2.280
083013.801 01 1.089
083013.802 02 2.996
083013.802 03 1.976
083013.882 01 1.089
083013.882 02 2.996
083013.882 03 1.824
083013.962 01 1.089
083013.962 02 2.996
083013.962 03 2.736
083014.042 01 1.089
083014.042 02 2.996
083014.043 03 4.408
083014.123 01 1.092
083014.123 02 3.424
083014.123 03 3.648
083014.203 01 1.092
083014.203 02 2.996
083014.203 03 2.280
083014.283 01 1.089
083014.283 02 3.424
083014.283 03 1.824
083014.363 01 1.089
083014.364 02 3.424
083014.364 03 0.304
083014.444 01 1.089
083014.444 02 2.996
083014.444 03 0.456
083014.524 01 1.092
083014.524 02 2.996
083014.524 03 1.216
083014.604 01 1.089
083014.604 02 3.424
083014.604 03 1.824
083014.684 01 1.092
083014.684 02 2.996
083014.685 03 1.824
083014.765 01 1.089
083014.765 02 2.996
083014.765 03 1.368
083014.845 01 1.089
083014.845 02 2.996
083014.845 03 1.064
083014.925 01 1.089
083014.925 02 2.568
083014.925 03 1.216
083015.006 01 1.089
083015.006 02 2.568
083015.006 03 1.368
083015.086 01 1.089
083015.086 02 2.568
083015.086 03 1.368
083015.166 01 1.089
083015.167 02 3.424
083015.167 03 1.064
083015.247 01 1.089
083015.247 02 2.996
083015.247 03 0.912
083015.327 01 1.089
083015.327 02 2.568
083015.327 03 0.912
083015.407 01 1.089
083015.407 02 2.996
083015.408 03 1.064
083015.488 01 1.092
083015.488 02 2.996
083015.488 03 1.216
083015.568 01 1.089
083015.568 02 2.140
083015.568 03 1.216
083015.648 01 1.089
083015.648 02 2.996
083015.648 03 1.216
083015.729 01 1.089
083015.729 02 2.568
083015.729 03 1.216
083015.809 01 1.089
083015.810 02 2.568
083015.810 03 1.368
083015.890 01 1.092
083015.890 02 2.568
083015.890 03 1.368
083015.969 01 1.089
083015.969 02 2.568
083015.969 03 1.216
083016.050 01 1.092
083016.050 02 2.140
083016.050 03 1.216
083016.130 01 1.089
083016.130 02 2.568
083016.130 03 1.216
083016.211 01 1.089
083016.214 02 2.568
083016.215 03 1.216
083016.291 01 1.089
083016.291 02 2.568
083016.291 03 1.216
083016.371 01 1.092
083016.371 02 2.568
083016.371 03 1.216
083016.451 01 1.092
083016.452 02 2.568
083016.452 03 1.216
083016.532 01 1.089
083016.532 02 2.140
083016.532 03 1.216
083016.612 01 1.089
083016.612 02 2.140
083016.613 03 1.216
083016.691 01 1.089
083016.696 02 2.568
083016.696 03 1.216
083016.772 01 1.089
083016.772 02 2.140
083016.772 03 1.216
083016.852 01 1.089
083016.852 02 2.568
083016.852 03 1.216
083016.932 01 1.089
083016.932 02 2.568
083016.932 03 1.216
083017.012 01 1.089
083017.012 02 2.140
083017.012 03 1.368
083017.093 01 1.089
083017.093 02 2.568
083017.093 03 1.216
083017.174 01 1.089
083017.174 02 2.568
083017.174 03 1.064
083017.254 01 1.092
083017.255 02 2.140
083017.255 03 1.064
083017.334 01 1.089
083017.334 02 2.140
083017.335 03 1.064
083017.415 01 1.089
083017.415 02 2.140
083017.415 03 1.216
083017.495 01 1.089
083017.495 02 2.568
083017.495 03 1.216
083017.575 01 1.089
083017.575 02 2.140
083017.575 03 1.064
083017.655 01 1.092
083017.655 02 2.568
083017.655 03 1.216
083017.735 01 1.092
083017.735 02 2.140
083017.735 03 1.216
083017.816 01 1.089
083017.816 02 2.568
083017.816 03 1.216
083017.896 01 1.089
083017.896 02 2.568
083017.896 03 1.216
083017.977 01 1.089
083017.977 02 2.140
083017.977 03 1.216
083018.056 01 1.092
083018.057 02 2.568
083018.057 03 1.216
083018.136 01 1.092
083018.136 02 2.568
083018.136 03 1.216
083018.216 01 1.089
083018.216 02 2.996
083018.216 03 1.064
083018.297 01 1.092
083018.297 02 2.568
083018.297 03 1.064
083018.377 01 1.089
083018.377 02 2.140
083018.377 03 1.064
083018.457 01 1.092
083018.457 02 2.140
083018.457 03 1.064
083018.538 01 1.089
083018.538 02 2.568
083018.538 03 1.064
083018.618 01 1.092
083018.618 02 2.140
083018.619 03 1.064
083018.699 01 1.089
083018.699 02 2.140
083018.699 03 1.216
083018.779 01 1.089
083018.779 02 2.568
083018.779 03 1.216
083018.859 01 1.089
083018.860 02 2.140
083018.860 03 1.216
083018.940 01 1.092
083018.940 02 1.712
083018.940 03 1.216
083019.019 01 1.089
083019.019 02 2.140
083019.019 03 1.216
083019.099 01 1.092
083019.099 02 2.568
083019.099 03 1.216
083019.179 01 1.092
083019.179 02 1.712
083019.179 03 1.216
083019.260 01 1.089
083019.260 02 2.140
083019.260 03 1.064
083019.340 01 1.089
083019.340 02 2.140
083019.340 03 1.216
083019.420 01 1.089
083019.420 02 2.568
083019.420 03 1.064
083019.501 01 1.089
083019.501 02 2.140
083019.501 03 1.064
083019.581 01 1.092
083019.581 02 2.140
083019.581 03 1.064
083019.661 01 1.089
083019.661 02 2.140
083019.661 03 1.064
083019.742 01 1.092
083019.742 02 2.140
083019.742 03 1.064
083019.822 01 1.089
083019.822 02 2.568
083019.822 03 1.216
083019.902 01 1.089
083019.902 02 2.140
083019.902 03 1.216
083019.983 01 1.089
083019.983 02 2.140
083019.983 03 1.216
083020.063 01 1.092
083020.063 02 2.140
083020.063 03 1.064
083020.143 01 1.089
083020.143 02 2.568
083020.143 03 1.216
083020.224 01 1.089
083020.224 02 2.140
083020.224 03 1.216
083020.304 01 1.089
083020.304 02 2.568
083020.304 03 1.216
083020.383 01 1.089
083020.383 02 2.140
083020.383 03 1.064
083020.463 01 1.089
083020.464 02 2.140
083020.464 03 1.216
083020.544 01 1.089
083020.544 02 2.568
083020.544 03 1.064
083020.623 01 1.089
083020.623 02 2.140
083020.623 03 1.064
083020.703 01 1.092
083020.703 02 2.140
083020.703 03 1.216
083020.783 01 1.089
083020.784 02 2.140
083020.784 03 1.216
083020.864 01 1.089
083020.864 02 1.712
083020.864 03 1.064
083020.944 01 1.089
083020.944 02 2.140
083020.945 03 1.216
083021.025 01 1.089
